# Atomic cross section. IZ =  20
# Pratt's renormalization correction is applied
#   8   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  4.0385000E+03 eV
#  2  L1  EION =  4.3840000E+02 eV
#  3  L2  EION =  3.4970000E+02 eV
#  4  L3  EION =  3.4657000E+02 eV
#  5  M1  EION =  4.4300000E+01 eV
#  6  M2  EION =  2.5400000E+01 eV
#  7  M3  EION =  2.5400000E+01 eV
# 10  N1  EION =  3.2430000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  5.1422384E-18
  1.0000195E-02  5.1422405E-18
  1.0000293E-02  5.1422425E-18
  1.0000391E-02  5.1422445E-18
  1.0000488E-02  5.1422465E-18
  1.0000586E-02  5.1422485E-18
  1.0000684E-02  5.1422506E-18
  1.0000781E-02  5.1422526E-18
  1.0000879E-02  5.1422546E-18
  1.0000977E-02  5.1422566E-18
  1.0001172E-02  5.1422607E-18
  1.0001563E-02  5.1422688E-18
  1.0002344E-02  5.1422849E-18
  1.0003125E-02  5.1423011E-18
  1.0004688E-02  5.1423334E-18
  1.0006250E-02  5.1423657E-18
  1.0009375E-02  5.1424304E-18
  1.0012500E-02  5.1424950E-18
  1.0018750E-02  5.1426244E-18
  1.0025000E-02  5.1427537E-18
  1.0037500E-02  5.1430123E-18
  1.0050000E-02  5.1432709E-18
  1.0075000E-02  5.1437881E-18
  1.0100000E-02  5.1443054E-18
  1.0150000E-02  5.1453399E-18
  1.0200000E-02  5.1463744E-18
  1.0300000E-02  5.1484433E-18
  1.0400000E-02  5.1505124E-18
  1.0600000E-02  5.1546506E-18
  1.0800000E-02  5.1587890E-18
  1.1000000E-02  5.1629278E-18
  1.2000000E-02  5.1836299E-18
  1.3000000E-02  5.2043536E-18
  1.4000000E-02  5.2251095E-18
  1.5000000E-02  5.2459084E-18
  1.6000000E-02  5.2667611E-18
  1.7000000E-02  5.2876783E-18
  1.8000000E-02  5.3086709E-18
  1.9000000E-02  5.3297494E-18
  2.0000000E-02  5.3509248E-18
  2.2000000E-02  5.3936089E-18
  2.4000000E-02  5.4368093E-18
  2.6000000E-02  5.4806111E-18
  2.8000000E-02  5.5250647E-18
  3.0000000E-02  5.5701737E-18
  3.2000000E-02  5.6159388E-18
  3.4000000E-02  5.6623604E-18
  3.6000000E-02  5.7094390E-18
  3.8000000E-02  5.7571751E-18
  4.0000000E-02  5.8055693E-18
  4.2500000E-02  5.8669881E-18
  4.5000000E-02  5.9294369E-18
  4.7500000E-02  5.9929167E-18
  5.0000000E-02  6.0574285E-18
  5.2500000E-02  6.1229760E-18
  5.5000000E-02  6.1895833E-18
  5.7500000E-02  6.2572831E-18
  6.0000000E-02  6.3261081E-18
  6.2500000E-02  6.3960912E-18
  6.5000000E-02  6.4672651E-18
  6.7500000E-02  6.5396626E-18
  7.0000000E-02  6.6133164E-18
  7.2500000E-02  6.6882594E-18
  7.5000000E-02  6.7645243E-18
  8.0000000E-02  6.9211511E-18
  8.5000000E-02  7.0834626E-18
  9.0000000E-02  7.2517417E-18
  9.5000000E-02  7.4262755E-18
  1.0000000E-01  7.6073513E-18
  1.1000000E-01  7.9903992E-18
  1.2000000E-01  8.4039606E-18
  1.3000000E-01  8.8513362E-18
  1.4000000E-01  9.3361769E-18
  1.5000000E-01  9.8628368E-18
  1.6000000E-01  1.0436343E-17
  1.7000000E-01  1.1062304E-17
  1.8000000E-01  1.1747402E-17
  1.9000000E-01  1.2499091E-17
