# Atomic cross section. IZ =   6
# Pratt's renormalization correction is applied
#   3   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  2.8440000E+02 eV
#  2  L1  EION =  1.1590000E+01 eV
#  3  L2  EION =  6.2600000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  9.8849756E-20
  1.0000195E-02  9.8849766E-20
  1.0000293E-02  9.8849776E-20
  1.0000391E-02  9.8849786E-20
  1.0000488E-02  9.8849796E-20
  1.0000586E-02  9.8849805E-20
  1.0000684E-02  9.8849815E-20
  1.0000781E-02  9.8849825E-20
  1.0000977E-02  9.8849845E-20
  1.0001172E-02  9.8849864E-20
  1.0001563E-02  9.8849903E-20
  1.0002344E-02  9.8849982E-20
  1.0003125E-02  9.8850060E-20
  1.0004688E-02  9.8850217E-20
  1.0006250E-02  9.8850373E-20
  1.0009375E-02  9.8850687E-20
  1.0012500E-02  9.8851000E-20
  1.0018750E-02  9.8851626E-20
  1.0025000E-02  9.8852253E-20
  1.0037500E-02  9.8853506E-20
  1.0050000E-02  9.8854759E-20
  1.0075000E-02  9.8857265E-20
  1.0100000E-02  9.8859772E-20
  1.0150000E-02  9.8864785E-20
  1.0200000E-02  9.8869800E-20
  1.0300000E-02  9.8879831E-20
  1.0400000E-02  9.8889864E-20
  1.0600000E-02  9.8909941E-20
  1.0800000E-02  9.8930029E-20
  1.1000000E-02  9.8950128E-20
  1.2000000E-02  9.9050802E-20
  1.3000000E-02  9.9151771E-20
  1.4000000E-02  9.9253035E-20
  1.5000000E-02  9.9354598E-20
  1.6000000E-02  9.9456461E-20
  1.7000000E-02  9.9558626E-20
  1.8000000E-02  9.9661096E-20
  1.9000000E-02  9.9763871E-20
  2.0000000E-02  9.9866955E-20
  2.2000000E-02  1.0007406E-19
  2.4000000E-02  1.0028241E-19
  2.6000000E-02  1.0049205E-19
  2.8000000E-02  1.0070297E-19
  3.0000000E-02  1.0091521E-19
  3.2000000E-02  1.0112878E-19
  3.4000000E-02  1.0134369E-19
  3.6000000E-02  1.0155997E-19
  3.8000000E-02  1.0177763E-19
  4.0000000E-02  1.0199670E-19
  4.2500000E-02  1.0227255E-19
  4.5000000E-02  1.0255066E-19
  4.7500000E-02  1.0283108E-19
  5.0000000E-02  1.0311385E-19
  5.2500000E-02  1.0339902E-19
  5.5000000E-02  1.0368663E-19
  5.7500000E-02  1.0397672E-19
  6.0000000E-02  1.0426935E-19
  6.2500000E-02  1.0456456E-19
  6.5000000E-02  1.0486240E-19
  6.7500000E-02  1.0516293E-19
  7.0000000E-02  1.0546619E-19
  7.2500000E-02  1.0577224E-19
  7.5000000E-02  1.0608114E-19
  8.0000000E-02  1.0670771E-19
  8.5000000E-02  1.0734637E-19
  9.0000000E-02  1.0799764E-19
  9.5000000E-02  1.0866205E-19
  1.0000000E-01  1.0934017E-19
  1.1000000E-01  1.1074003E-19
  1.2000000E-01  1.1220253E-19
  1.3000000E-01  1.1373372E-19
  1.4000000E-01  1.1534044E-19
  1.5000000E-01  1.1703053E-19
  1.6000000E-01  1.1881296E-19
  1.7000000E-01  1.2069802E-19
  1.8000000E-01  1.2269764E-19
  1.9000000E-01  1.2482561E-19
  2.0000000E-01  1.2709803E-19
  2.2000000E-01  1.3215511E-19
  2.4000000E-01  1.3806445E-19
  2.6000000E-01  1.4510457E-19
  2.8000000E-01  1.5368284E-19
  2.9000000E-01  1.5872799E-19
  3.0000000E-01  1.6441173E-19
  3.1000000E-01  1.7086478E-19
  3.2000000E-01  1.7825360E-19
  3.3000000E-01  1.8679594E-19
  3.4000000E-01  1.9677515E-19
  3.5000000E-01  2.0856629E-19
  3.6000000E-01  2.2267793E-19
  3.7000000E-01  2.3980317E-19
  3.7500000E-01  2.4978411E-19
  3.8000000E-01  2.6091987E-19
  3.8500000E-01  2.7338819E-19
  3.9000000E-01  2.8741997E-19
  3.9500000E-01  3.0329494E-19
  4.0000000E-01  3.2135448E-19
  4.0625000E-01  3.4765266E-19
  4.1250000E-01  3.7909250E-19
  4.1875000E-01  4.1709091E-19
  4.2187500E-01  4.3912057E-19
  4.2500000E-01  4.6356495E-19
  4.2812500E-01  4.9076286E-19
  4.3125000E-01  5.2114418E-19
  4.3437500E-01  5.5519045E-19
  4.3750000E-01  5.9349078E-19
  4.4062500E-01  6.3673625E-19
  4.4375000E-01  6.8574517E-19
  4.4687500E-01  7.4154697E-19
  4.5000000E-01  8.0527180E-19
  4.5312500E-01  8.7834085E-19
  4.5625000E-01  9.6242074E-19
  4.6250000E-01  1.1717308E-18
  4.6562500E-01  1.3017598E-18
  4.6875000E-01  1.4522786E-18
  4.7187500E-01  1.6259806E-18
  4.7500000E-01  1.8250547E-18
  4.7812500E-01  2.0504530E-18
  4.7968750E-01  2.1725782E-18
  4.8125000E-01  2.3003554E-18
  4.8281250E-01  2.4329020E-18
  4.8437500E-01  2.5688661E-18
  4.8593750E-01  2.7064863E-18
  4.8750000E-01  2.8434622E-18
  4.9062500E-01  3.1039582E-18
  4.9375000E-01  3.3226738E-18
  4.9687500E-01  3.4704028E-18
  4.9843750E-01  3.5095374E-18
  5.0000000E-01  3.5229161E-18
  5.0156250E-01  3.5099029E-18
  5.0312500E-01  3.4711396E-18
  5.0625000E-01  3.3241500E-18
  5.0937500E-01  3.1061874E-18
  5.1250000E-01  2.8464185E-18
  5.1406250E-01  2.7098064E-18
  5.1562500E-01  2.5725675E-18
  5.1718750E-01  2.4369665E-18
  5.1875000E-01  2.3047924E-18
  5.2031250E-01  2.1773583E-18
  5.2187500E-01  2.0556160E-18
  5.2343750E-01  1.9400589E-18
  5.2500000E-01  1.8309658E-18
  5.2812500E-01  1.6326345E-18
  5.3125000E-01  1.4596815E-18
  5.3750000E-01  1.1805529E-18
  5.4062500E-01  1.0690604E-18
  5.4375000E-01  9.7277903E-19
  5.4687500E-01  8.8943455E-19
  5.5000000E-01  8.1710459E-19
  5.5312500E-01  7.5412080E-19
  5.5625000E-01  6.9907997E-19
  5.5937500E-01  6.5080108E-19
  5.6250000E-01  6.0829563E-19
  5.6562500E-01  5.7073906E-19
  5.6875000E-01  5.3743523E-19
  5.7187500E-01  5.0779915E-19
  5.7500000E-01  4.8134125E-19
  5.8125000E-01  4.3635638E-19
  5.8750000E-01  3.9985001E-19
  5.9375000E-01  3.6990403E-19
  6.0000000E-01  3.4509743E-19
  6.0625000E-01  3.2438103E-19
  6.1250000E-01  3.0693694E-19
  6.1875000E-01  2.9215174E-19
  6.2500000E-01  2.7954331E-19
  6.3125000E-01  2.6873287E-19
  6.3750000E-01  2.5942216E-19
  6.5000000E-01  2.4437951E-19
  6.6250000E-01  2.3298916E-19
  6.7500000E-01  2.2429278E-19
  6.8750000E-01  2.1762762E-19
  7.0000000E-01  2.1252511E-19
  7.1250000E-01  2.0864636E-19
  7.2500000E-01  2.0574187E-19
  7.3750000E-01  2.0362341E-19
  7.5000000E-01  2.0215316E-19
  7.7500000E-01  2.0073159E-19
  8.0000000E-01  2.0085686E-19
  8.2500000E-01  2.0213828E-19
  8.5000000E-01  2.0432205E-19
  9.0000000E-01  2.1077569E-19
  9.5000000E-01  2.1942221E-19
  1.0000000E+00  2.2990325E-19
  1.0500000E+00  2.4208285E-19
  1.1000000E+00  2.5595601E-19
  1.1500000E+00  2.7160281E-19
  1.2000000E+00  2.8917383E-19
  1.3000000E+00  3.3099379E-19
  1.3500000E+00  3.5585723E-19
  1.4000000E+00  3.8391178E-19
  1.4500000E+00  4.1567069E-19
  1.5000000E+00  4.5179408E-19
  1.5500000E+00  4.9309539E-19
  1.6000000E+00  5.4059771E-19
  1.6500000E+00  5.9559277E-19
  1.7000000E+00  6.5973825E-19
  1.7500000E+00  7.3517434E-19
  1.8000000E+00  8.2473554E-19
  1.8250000E+00  8.7593533E-19
  1.8500000E+00  9.3217300E-19
  1.8750000E+00  9.9409499E-19
