# Atomic cross section. IZ =   3
# Pratt's renormalization correction is applied
#   2   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  5.4700000E+01 eV
#  2  L1  EION =  2.4620000E+00 eV
#
#  Total atomic cross section
#  1527   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  2.1466549E-18
  1.0000195E-02  2.1466558E-18
  1.0000293E-02  2.1466567E-18
  1.0000391E-02  2.1466576E-18
  1.0000488E-02  2.1466585E-18
  1.0000586E-02  2.1466594E-18
  1.0000684E-02  2.1466603E-18
  1.0000781E-02  2.1466612E-18
  1.0000879E-02  2.1466621E-18
  1.0000977E-02  2.1466630E-18
  1.0001172E-02  2.1466648E-18
  1.0001563E-02  2.1466684E-18
  1.0002344E-02  2.1466756E-18
  1.0003125E-02  2.1466828E-18
  1.0004688E-02  2.1466971E-18
  1.0006250E-02  2.1467115E-18
  1.0009375E-02  2.1467403E-18
  1.0012500E-02  2.1467690E-18
  1.0018750E-02  2.1468265E-18
  1.0025000E-02  2.1468840E-18
  1.0037500E-02  2.1469990E-18
  1.0050000E-02  2.1471140E-18
  1.0075000E-02  2.1473440E-18
  1.0100000E-02  2.1475740E-18
  1.0150000E-02  2.1480339E-18
  1.0200000E-02  2.1484939E-18
  1.0300000E-02  2.1494139E-18
  1.0400000E-02  2.1503338E-18
  1.0600000E-02  2.1521738E-18
  1.0800000E-02  2.1540138E-18
  1.1000000E-02  2.1558539E-18
  1.2000000E-02  2.1650565E-18
  1.3000000E-02  2.1742644E-18
  1.4000000E-02  2.1834804E-18
  1.5000000E-02  2.1927071E-18
  1.6000000E-02  2.2019473E-18
  1.7000000E-02  2.2112035E-18
  1.8000000E-02  2.2204785E-18
  1.9000000E-02  2.2297750E-18
  2.0000000E-02  2.2390956E-18
  2.2000000E-02  2.2578200E-18
  2.4000000E-02  2.2766731E-18
  2.6000000E-02  2.2956766E-18
  2.8000000E-02  2.3148517E-18
  3.0000000E-02  2.3342199E-18
  3.2000000E-02  2.3538028E-18
  3.4000000E-02  2.3736218E-18
  3.6000000E-02  2.3936984E-18
  3.8000000E-02  2.4140539E-18
  4.0000000E-02  2.4347100E-18
  4.2500000E-02  2.4609851E-18
  4.5000000E-02  2.4877904E-18
  4.7500000E-02  2.5151252E-18
  5.0000000E-02  2.5429861E-18
  5.2500000E-02  2.5713694E-18
  5.5000000E-02  2.6002715E-18
  5.7500000E-02  2.6296889E-18
  6.0000000E-02  2.6596180E-18
  6.2500000E-02  2.6900551E-18
  6.5000000E-02  2.7209968E-18
  6.7500000E-02  2.7524431E-18
  7.0000000E-02  2.7844098E-18
  7.2500000E-02  2.8169165E-18
  7.5000000E-02  2.8499826E-18
  8.0000000E-02  2.9178719E-18
  8.5000000E-02  2.9882315E-18
  9.0000000E-02  3.0611921E-18
  9.5000000E-02  3.1368738E-18
  1.0000000E-01  3.2153968E-18
  1.1000000E-01  3.3815034E-18
  1.2000000E-01  3.5608350E-18
  1.3000000E-01  3.7548222E-18
  1.4000000E-01  3.9650720E-18
  1.5000000E-01  4.1934676E-18
  1.6000000E-01  4.4421665E-18
  1.7000000E-01  4.7136337E-18
  1.8000000E-01  5.0107351E-18
  1.9000000E-01  5.3368059E-18
  2.0000000E-01  5.6956591E-18
  2.1000000E-01  6.0919041E-18
  2.2000000E-01  6.5310500E-18
  2.3000000E-01  7.0192075E-18
  2.4000000E-01  7.5640631E-18
  2.5000000E-01  8.1747269E-18
  2.6000000E-01  8.8622156E-18
  2.7000000E-01  9.6399038E-18
  2.8000000E-01  1.0524126E-17
  2.9000000E-01  1.1535410E-17
  3.0000000E-01  1.2698989E-17
  3.1000000E-01  1.4046474E-17
  3.2000000E-01  1.5619801E-17
  3.3000000E-01  1.7470654E-17
  3.3500000E-01  1.8520915E-17
  3.4000000E-01  1.9668130E-17
  3.4500000E-01  2.0924277E-17
  3.5000000E-01  2.2303703E-17
  3.5500000E-01  2.3822673E-17
  3.6000000E-01  2.5500575E-17
  3.6500000E-01  2.7360009E-17
  3.7000000E-01  2.9428136E-17
  3.7500000E-01  3.1736420E-17
  3.8000000E-01  3.4323061E-17
  3.8500000E-01  3.7233545E-17
  3.9000000E-01  4.0525623E-17
  3.9500000E-01  4.4264194E-17
  4.0000000E-01  4.8533511E-17
  4.0625000E-01  5.4775173E-17
  4.0937500E-01  5.8345416E-17
  4.1250000E-01  6.2266601E-17
  4.1562500E-01  6.6584513E-17
  4.1875000E-01  7.1352618E-17
  4.2187500E-01  7.6633594E-17
  4.2500000E-01  8.2499572E-17
  4.2812500E-01  8.9038023E-17
  4.3125000E-01  9.6347988E-17
  4.3437500E-01  1.0455176E-16
  4.3750000E-01  1.1378803E-16
  4.4062500E-01  1.2423003E-16
  4.4375000E-01  1.3607429E-16
  4.4687500E-01  1.4956630E-16
  4.5000000E-01  1.6498623E-16
  4.5312500E-01  1.8268581E-16
  4.5625000E-01  2.0305813E-16
  4.6250000E-01  2.5381678E-16
  4.6562500E-01  2.8537318E-16
  4.6875000E-01  3.2191880E-16
  4.7187500E-01  3.6409964E-16
  4.7500000E-01  4.1245490E-16
  4.7812500E-01  4.6720432E-16
  4.7968750E-01  4.9688815E-16
  4.8125000E-01  5.2794061E-16
  4.8281250E-01  5.6015048E-16
  4.8437500E-01  5.9319218E-16
  4.8593750E-01  6.2663402E-16
  4.8750000E-01  6.5992714E-16
  4.9062500E-01  7.2320074E-16
  4.9218750E-01  7.5150474E-16
  4.9375000E-01  7.7637049E-16
  4.9531250E-01  7.9688221E-16
  4.9687500E-01  8.1218593E-16
  4.9843750E-01  8.2168435E-16
  5.0000000E-01  8.2489791E-16
  5.0156250E-01  8.2168597E-16
  5.0312500E-01  8.1220584E-16
  5.0468750E-01  7.9688256E-16
