# Atomic cross section. IZ =  38
# Pratt's renormalization correction is applied
#  13   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  1.6105000E+04 eV
#  2  L1  EION =  2.2160000E+03 eV
#  3  L2  EION =  2.0070000E+03 eV
#  4  L3  EION =  1.9400000E+03 eV
#  5  M1  EION =  3.5870000E+02 eV
#  6  M2  EION =  2.8030000E+02 eV
#  7  M3  EION =  2.7000000E+02 eV
#  8  M4  EION =  1.3600000E+02 eV
#  9  M5  EION =  1.3420000E+02 eV
# 10  N1  EION =  3.8900000E+01 eV
# 11  N2  EION =  2.1300000E+01 eV
# 12  N3  EION =  2.0100000E+01 eV
# 17  O1  EION =  3.1000000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  5.2816179E-18
  1.0000195E-02  5.2816200E-18
  1.0000293E-02  5.2816221E-18
  1.0000391E-02  5.2816242E-18
  1.0000488E-02  5.2816262E-18
  1.0000586E-02  5.2816283E-18
  1.0000684E-02  5.2816304E-18
  1.0000781E-02  5.2816325E-18
  1.0001172E-02  5.2816408E-18
  1.0001563E-02  5.2816491E-18
  1.0002344E-02  5.2816657E-18
  1.0003125E-02  5.2816824E-18
  1.0004688E-02  5.2817156E-18
  1.0006250E-02  5.2817489E-18
  1.0009375E-02  5.2818154E-18
  1.0012500E-02  5.2818820E-18
  1.0018750E-02  5.2820150E-18
  1.0025000E-02  5.2821481E-18
  1.0037500E-02  5.2824142E-18
  1.0050000E-02  5.2826804E-18
  1.0075000E-02  5.2832127E-18
  1.0100000E-02  5.2837451E-18
  1.0150000E-02  5.2848101E-18
  1.0200000E-02  5.2858755E-18
  1.0300000E-02  5.2880073E-18
  1.0400000E-02  5.2901404E-18
  1.0600000E-02  5.2944105E-18
  1.0800000E-02  5.2986859E-18
  1.1000000E-02  5.3029664E-18
  1.2000000E-02  5.3244478E-18
  1.3000000E-02  5.3460612E-18
  1.4000000E-02  5.3678075E-18
  1.5000000E-02  5.3896878E-18
  1.6000000E-02  5.4117034E-18
  1.7000000E-02  5.4338553E-18
  1.8000000E-02  5.4561445E-18
  1.9000000E-02  5.4785724E-18
  2.0000000E-02  5.5011399E-18
  2.2000000E-02  5.5466989E-18
