# Atomic cross section. IZ =   2
# Pratt's renormalization correction is applied
#   1   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  2.4600000E+01 eV
#
#  Total atomic cross section
#  1238   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  1.3255341E-21
  1.0000195E-02  1.3255341E-21
  1.0000293E-02  1.3255341E-21
  1.0000391E-02  1.3255341E-21
  1.0000488E-02  1.3255341E-21
  1.0000586E-02  1.3255341E-21
  1.0000684E-02  1.3255341E-21
  1.0000781E-02  1.3255342E-21
  1.0000879E-02  1.3255342E-21
  1.0000977E-02  1.3255342E-21
  1.0001172E-02  1.3255342E-21
  1.0001563E-02  1.3255342E-21
  1.0002344E-02  1.3255343E-21
  1.0003125E-02  1.3255344E-21
  1.0004688E-02  1.3255346E-21
  1.0006250E-02  1.3255348E-21
  1.0009375E-02  1.3255351E-21
  1.0012500E-02  1.3255354E-21
  1.0018750E-02  1.3255361E-21
  1.0025000E-02  1.3255368E-21
  1.0037500E-02  1.3255382E-21
  1.0050000E-02  1.3255395E-21
  1.0075000E-02  1.3255422E-21
  1.0100000E-02  1.3255450E-21
  1.0150000E-02  1.3255504E-21
  1.0200000E-02  1.3255558E-21
  1.0300000E-02  1.3255667E-21
  1.0400000E-02  1.3255776E-21
  1.0600000E-02  1.3255994E-21
  1.0800000E-02  1.3256212E-21
  1.1000000E-02  1.3256429E-21
  1.2000000E-02  1.3257518E-21
  1.3000000E-02  1.3258607E-21
  1.4000000E-02  1.3259696E-21
  1.5000000E-02  1.3260786E-21
  1.6000000E-02  1.3261875E-21
  1.7000000E-02  1.3262965E-21
  1.8000000E-02  1.3264054E-21
  1.9000000E-02  1.3265144E-21
  2.0000000E-02  1.3266234E-21
  2.2000000E-02  1.3268414E-21
  2.4000000E-02  1.3270595E-21
  2.6000000E-02  1.3272777E-21
  2.8000000E-02  1.3274959E-21
  3.0000000E-02  1.3277141E-21
  3.2000000E-02  1.3279325E-21
  3.4000000E-02  1.3281508E-21
  3.6000000E-02  1.3283693E-21
  3.8000000E-02  1.3285877E-21
  4.0000000E-02  1.3288063E-21
  4.2500000E-02  1.3290795E-21
  4.5000000E-02  1.3293529E-21
  4.7500000E-02  1.3296263E-21
  5.0000000E-02  1.3298998E-21
  5.2500000E-02  1.3301734E-21
  5.5000000E-02  1.3304471E-21
  5.7500000E-02  1.3307209E-21
  6.0000000E-02  1.3309948E-21
  6.2500000E-02  1.3312687E-21
  6.5000000E-02  1.3315428E-21
  6.7500000E-02  1.3318169E-21
  7.0000000E-02  1.3320911E-21
  7.2500000E-02  1.3323654E-21
  7.5000000E-02  1.3326398E-21
  8.0000000E-02  1.3331889E-21
  8.5000000E-02  1.3337383E-21
  9.0000000E-02  1.3342881E-21
  9.5000000E-02  1.3348382E-21
  1.0000000E-01  1.3353887E-21
  1.1000000E-01  1.3364907E-21
  1.2000000E-01  1.3375942E-21
  1.3000000E-01  1.3386991E-21
