# Atomic cross section. IZ =  35
# Pratt's renormalization correction is applied
#  12   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  1.3474000E+04 eV
#  2  L1  EION =  1.7820000E+03 eV
#  3  L2  EION =  1.5960000E+03 eV
#  4  L3  EION =  1.5500000E+03 eV
#  5  M1  EION =  2.5700000E+02 eV
#  6  M2  EION =  1.8900000E+02 eV
#  7  M3  EION =  1.8200000E+02 eV
#  8  M4  EION =  7.0000000E+01 eV
#  9  M5  EION =  6.9000000E+01 eV
# 10  N1  EION =  2.3800000E+01 eV
# 11  N2  EION =  1.1850000E+01 eV
# 12  N3  EION =  1.1850000E+01 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  1.7021671E-20
  1.0000195E-02  1.7021671E-20
  1.0000293E-02  1.7021671E-20
  1.0000391E-02  1.7021671E-20
  1.0000488E-02  1.7021672E-20
  1.0000586E-02  1.7021672E-20
  1.0000684E-02  1.7021672E-20
  1.0000781E-02  1.7021673E-20
  1.0001172E-02  1.7021674E-20
  1.0001563E-02  1.7021675E-20
  1.0002344E-02  1.7021677E-20
  1.0003125E-02  1.7021679E-20
  1.0004688E-02  1.7021684E-20
  1.0006250E-02  1.7021689E-20
  1.0009375E-02  1.7021698E-20
  1.0012500E-02  1.7021707E-20
  1.0018750E-02  1.7021725E-20
  1.0025000E-02  1.7021744E-20
  1.0037500E-02  1.7021780E-20
  1.0050000E-02  1.7021817E-20
  1.0075000E-02  1.7021891E-20
  1.0100000E-02  1.7021964E-20
  1.0150000E-02  1.7022111E-20
  1.0200000E-02  1.7022258E-20
  1.0300000E-02  1.7022552E-20
  1.0400000E-02  1.7022845E-20
  1.0600000E-02  1.7023433E-20
  1.0800000E-02  1.7024020E-20
  1.1000000E-02  1.7024608E-20
  1.2000000E-02  1.7027546E-20
  1.3000000E-02  1.7030484E-20
  1.4000000E-02  1.7033422E-20
  1.5000000E-02  1.7036360E-20
  1.6000000E-02  1.7039298E-20
  1.7000000E-02  1.7042236E-20
  1.8000000E-02  1.7045174E-20
  1.9000000E-02  1.7048113E-20
  2.0000000E-02  1.7051052E-20
  2.2000000E-02  1.7056930E-20
  2.4000000E-02  1.7062808E-20
  2.6000000E-02  1.7068688E-20
  2.8000000E-02  1.7074569E-20
  3.0000000E-02  1.7080451E-20
  3.2000000E-02  1.7086334E-20
  3.4000000E-02  1.7092218E-20
  3.6000000E-02  1.7098104E-20
  3.8000000E-02  1.7103991E-20
  4.0000000E-02  1.7109880E-20
  4.2500000E-02  1.7117244E-20
  4.5000000E-02  1.7124610E-20
  4.7500000E-02  1.7131980E-20
  5.0000000E-02  1.7139353E-20
  5.2500000E-02  1.7146729E-20
  5.5000000E-02  1.7154109E-20
  5.7500000E-02  1.7161493E-20
  6.0000000E-02  1.7168881E-20
  6.2500000E-02  1.7176274E-20
  6.5000000E-02  1.7183670E-20
  6.7500000E-02  1.7191072E-20
  7.0000000E-02  1.7198478E-20
  7.2500000E-02  1.7205889E-20
  7.5000000E-02  1.7213305E-20
  8.0000000E-02  1.7228151E-20
  8.5000000E-02  1.7243019E-20
  9.0000000E-02  1.7257907E-20
  9.5000000E-02  1.7272817E-20
