# Atomic cross section. IZ =  98
# Pratt's renormalization correction is applied
#  28   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  1.3496300E+05 eV
#  2  L1  EION =  2.6004000E+04 eV
#  3  L2  EION =  2.5099000E+04 eV
#  4  L3  EION =  1.9903000E+04 eV
#  5  M1  EION =  6.7290000E+03 eV
#  6  M2  EION =  6.3480000E+03 eV
#  7  M3  EION =  5.0990000E+03 eV
#  8  M4  EION =  4.4880000E+03 eV
#  9  M5  EION =  4.2430000E+03 eV
# 10  N1  EION =  1.7850000E+03 eV
# 11  N2  EION =  1.6060000E+03 eV
# 12  N3  EION =  1.2690000E+03 eV
# 13  N4  EION =  9.8300000E+02 eV
# 14  N5  EION =  9.2100000E+02 eV
# 17  O1  EION =  4.0800000E+02 eV
# 18  O2  EION =  3.3400000E+02 eV
# 19  O3  EION =  2.4700000E+02 eV
# 15  N6  EION =  5.4200000E+02 eV
# 16  N7  EION =  5.2500000E+02 eV
# 20  O4  EION =  1.3800000E+02 eV
# 21  O5  EION =  1.2500000E+02 eV
# 24  P1  EION =  5.7000000E+01 eV
# 25  P2  EION =  3.5000000E+01 eV
# 26  P3  EION =  2.1000000E+01 eV
# 22  O6  EION =  5.0000000E+00 eV
# 23  O7  EION =  5.0000000E+00 eV
# 27  P4  EION =  3.0000000E+00 eV
# 29  Q1  EION =  3.0000000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  6.9742220E-18
  1.0000195E-02  6.9742247E-18
  1.0000293E-02  6.9742273E-18
  1.0000391E-02  6.9742300E-18
  1.0000488E-02  6.9742327E-18
  1.0000586E-02  6.9742354E-18
  1.0000781E-02  6.9742407E-18
  1.0001172E-02  6.9742514E-18
  1.0001563E-02  6.9742621E-18
  1.0002344E-02  6.9742835E-18
  1.0003125E-02  6.9743049E-18
  1.0004688E-02  6.9743478E-18
  1.0006250E-02  6.9743906E-18
  1.0009375E-02  6.9744762E-18
  1.0012500E-02  6.9745619E-18
  1.0018750E-02  6.9747331E-18
  1.0025000E-02  6.9749044E-18
  1.0037500E-02  6.9752470E-18
  1.0050000E-02  6.9755895E-18
  1.0075000E-02  6.9762747E-18
  1.0100000E-02  6.9769600E-18
  1.0150000E-02  6.9783308E-18
  1.0200000E-02  6.9797022E-18
  1.0300000E-02  6.9824461E-18
  1.0400000E-02  6.9851917E-18
  1.0600000E-02  6.9906878E-18
  1.0800000E-02  6.9961904E-18
  1.1000000E-02  7.0016997E-18
  1.2000000E-02  7.0293453E-18
  1.3000000E-02  7.0571576E-18
  1.4000000E-02  7.0851379E-18
  1.5000000E-02  7.1132875E-18
  1.6000000E-02  7.1416079E-18
  1.7000000E-02  7.1701004E-18
  1.8000000E-02  7.1987664E-18
  1.9000000E-02  7.2276074E-18
  2.0000000E-02  7.2566247E-18
  2.2000000E-02  7.3151944E-18
  2.4000000E-02  7.3744871E-18
  2.6000000E-02  7.4345149E-18
  2.8000000E-02  7.4952902E-18
  3.0000000E-02  7.5568253E-18
  3.2000000E-02  7.6191330E-18
  3.4000000E-02  7.6822266E-18
  3.6000000E-02  7.7461192E-18
  3.8000000E-02  7.8108245E-18
  4.0000000E-02  7.8763564E-18
  4.2500000E-02  7.9594554E-18
  4.5000000E-02  8.0438966E-18
  4.7500000E-02  8.1297093E-18
  5.0000000E-02  8.2169234E-18
  5.2500000E-02  8.3055699E-18
  5.5000000E-02  8.3956803E-18
  5.7500000E-02  8.4872873E-18
  6.0000000E-02  8.5804243E-18
  6.2500000E-02  8.6751259E-18
  6.5000000E-02  8.7714273E-18
  6.7500000E-02  8.8693651E-18
  7.0000000E-02  8.9689767E-18
  7.2500000E-02  9.0703006E-18
  7.5000000E-02  9.1733765E-18
  8.0000000E-02  9.3849488E-18
  8.5000000E-02  9.6040348E-18
  9.0000000E-02  9.8309964E-18
  9.5000000E-02  1.0066217E-17
  1.0000000E-01  1.0310105E-17
  1.1000000E-01  1.0825643E-17
  1.2000000E-01  1.1381415E-17
  1.3000000E-01  1.1981743E-17
  1.4000000E-01  1.2631542E-17
  1.5000000E-01  1.3336427E-17
  1.6000000E-01  1.4102834E-17
  1.7000000E-01  1.4938171E-17
  1.8000000E-01  1.5850993E-17
  1.9000000E-01  1.6851230E-17
  2.0000000E-01  1.7950457E-17
  2.2000000E-01  2.0502540E-17
  2.4000000E-01  2.3647910E-17
  2.6000000E-01  2.7586557E-17
  2.8000000E-01  3.2610292E-17
  3.0000000E-01  3.9158365E-17
  3.2000000E-01  4.7918896E-17
  3.4000000E-01  6.0009489E-17
  3.6000000E-01  7.7353997E-17
  3.7000000E-01  8.8996738E-17
  3.8000000E-01  1.0347471E-16
  3.9000000E-01  1.2178305E-16
  4.0000000E-01  1.4536759E-16
  4.1250000E-01  1.8571722E-16
  4.2500000E-01  2.4501464E-16
  4.3750000E-01  3.3649580E-16
  4.4375000E-01  4.0155364E-16
  4.5000000E-01  4.8587375E-16
  4.5625000E-01  5.9680244E-16
  4.6250000E-01  7.4458452E-16
  4.6875000E-01  9.4270866E-16
  4.7500000E-01  1.2059845E-15
  4.8125000E-01  1.5416963E-15
  4.8750000E-01  1.9253418E-15
  4.9375000E-01  2.2641139E-15
  4.9687500E-01  2.3685620E-15
  5.0000000E-01  2.4060422E-15
  5.0312500E-01  2.3699398E-15
  5.0625000E-01  2.2667505E-15
  5.1250000E-01  1.9307653E-15
  5.1875000E-01  1.5500273E-15
  5.2500000E-01  1.2174402E-15
  5.3125000E-01  9.5770753E-16
  5.3750000E-01  7.6341070E-16
  5.4375000E-01  6.2023577E-16
  5.5000000E-01  5.1470441E-16
  5.5625000E-01  4.3691202E-16
  5.6250000E-01  3.7990805E-16
  5.6875000E-01  3.3907322E-16
  5.7500000E-01  3.1155149E-16
  5.8750000E-01  2.9170831E-16
  5.9375000E-01  2.9975474E-16
  6.0000000E-01  3.2120970E-16
