# Atomic cross section. IZ =  75
# Pratt's renormalization correction is applied
#  22   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  7.1676000E+04 eV
#  2  L1  EION =  1.2527000E+04 eV
#  3  L2  EION =  1.1959000E+04 eV
#  4  L3  EION =  1.0535000E+04 eV
#  5  M1  EION =  2.9320000E+03 eV
#  6  M2  EION =  2.6820000E+03 eV
#  7  M3  EION =  2.3670000E+03 eV
#  8  M4  EION =  1.9490000E+03 eV
#  9  M5  EION =  1.8830000E+03 eV
# 10  N1  EION =  6.2540000E+02 eV
# 11  N2  EION =  5.1870000E+02 eV
# 12  N3  EION =  4.4680000E+02 eV
# 13  N4  EION =  2.7390000E+02 eV
# 14  N5  EION =  2.6050000E+02 eV
# 17  O1  EION =  8.3000000E+01 eV
# 18  O2  EION =  4.5600000E+01 eV
# 19  O3  EION =  3.4600000E+01 eV
# 15  N6  EION =  4.2900000E+01 eV
# 16  N7  EION =  4.0310000E+01 eV
# 20  O4  EION =  4.8800000E+00 eV
# 21  O5  EION =  4.0300000E+00 eV
# 24  P1  EION =  4.0300000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  4.3357109E-18
  1.0000195E-02  4.3357123E-18
  1.0000293E-02  4.3357137E-18
  1.0000391E-02  4.3357150E-18
  1.0000488E-02  4.3357164E-18
  1.0000586E-02  4.3357178E-18
  1.0000684E-02  4.3357191E-18
  1.0000781E-02  4.3357205E-18
  1.0001172E-02  4.3357260E-18
  1.0001563E-02  4.3357315E-18
  1.0002344E-02  4.3357424E-18
  1.0003125E-02  4.3357534E-18
  1.0004688E-02  4.3357753E-18
  1.0006250E-02  4.3357972E-18
  1.0009375E-02  4.3358410E-18
  1.0012500E-02  4.3358848E-18
  1.0018750E-02  4.3359724E-18
  1.0025000E-02  4.3360600E-18
  1.0037500E-02  4.3362352E-18
  1.0050000E-02  4.3364104E-18
  1.0075000E-02  4.3367609E-18
  1.0100000E-02  4.3371114E-18
  1.0150000E-02  4.3378126E-18
  1.0200000E-02  4.3385140E-18
  1.0300000E-02  4.3399173E-18
  1.0400000E-02  4.3413213E-18
  1.0600000E-02  4.3441315E-18
  1.0800000E-02  4.3469447E-18
  1.1000000E-02  4.3497607E-18
  1.2000000E-02  4.3638850E-18
  1.3000000E-02  4.3780830E-18
  1.4000000E-02  4.3923552E-18
