# Atomic cross section. IZ =  70
# Pratt's renormalization correction is applied
#  20   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  6.1332000E+04 eV
#  2  L1  EION =  1.0486000E+04 eV
#  3  L2  EION =  9.9780000E+03 eV
#  4  L3  EION =  8.9440000E+03 eV
#  5  M1  EION =  2.3980000E+03 eV
#  6  M2  EION =  2.1730000E+03 eV
#  7  M3  EION =  1.9500000E+03 eV
#  8  M4  EION =  1.5760000E+03 eV
#  9  M5  EION =  1.5280000E+03 eV
# 10  N1  EION =  4.8050000E+02 eV
# 11  N2  EION =  3.8870000E+02 eV
# 12  N3  EION =  3.3970000E+02 eV
# 13  N4  EION =  1.9120000E+02 eV
# 14  N5  EION =  1.8240000E+02 eV
# 17  O1  EION =  5.2000000E+01 eV
# 18  O2  EION =  3.0300000E+01 eV
# 19  O3  EION =  2.4100000E+01 eV
# 15  N6  EION =  2.5000000E+00 eV
# 16  N7  EION =  1.3000000E+00 eV
# 24  P1  EION =  2.9500000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  6.3111484E-18
  1.0000195E-02  6.3111510E-18
  1.0000293E-02  6.3111535E-18
  1.0000391E-02  6.3111561E-18
  1.0000488E-02  6.3111587E-18
  1.0000586E-02  6.3111613E-18
  1.0000684E-02  6.3111638E-18
  1.0000781E-02  6.3111664E-18
  1.0001172E-02  6.3111767E-18
  1.0001563E-02  6.3111870E-18
  1.0002344E-02  6.3112076E-18
  1.0003125E-02  6.3112282E-18
  1.0004688E-02  6.3112693E-18
  1.0006250E-02  6.3113105E-18
  1.0009375E-02  6.3113928E-18
  1.0012500E-02  6.3114751E-18
  1.0018750E-02  6.3116398E-18
  1.0025000E-02  6.3118044E-18
  1.0037500E-02  6.3121337E-18
  1.0050000E-02  6.3124630E-18
  1.0075000E-02  6.3131216E-18
  1.0100000E-02  6.3137802E-18
  1.0150000E-02  6.3150973E-18
  1.0200000E-02  6.3164146E-18
  1.0300000E-02  6.3190491E-18
  1.0400000E-02  6.3216838E-18
  1.0600000E-02  6.3269536E-18
  1.0800000E-02  6.3322241E-18
  1.1000000E-02  6.3374954E-18
  1.2000000E-02  6.3638662E-18
  1.3000000E-02  6.3902691E-18
  1.4000000E-02  6.4167150E-18
  1.5000000E-02  6.4432147E-18
  1.6000000E-02  6.4697791E-18
  1.7000000E-02  6.4964190E-18
  1.8000000E-02  6.5231453E-18
  1.9000000E-02  6.5499688E-18
  2.0000000E-02  6.5769004E-18
  2.2000000E-02  6.6311313E-18
  2.4000000E-02  6.6859246E-18
  2.6000000E-02  6.7413672E-18
  2.8000000E-02  6.7975458E-18
  3.0000000E-02  6.8545306E-18
  3.2000000E-02  6.9123391E-18
  3.4000000E-02  6.9709789E-18
  3.6000000E-02  7.0304573E-18
  3.8000000E-02  7.0907820E-18
  4.0000000E-02  7.1519604E-18
  4.2500000E-02  7.2296452E-18
  4.5000000E-02  7.3086895E-18
  4.7500000E-02  7.3891000E-18
  5.0000000E-02  7.4708799E-18
  5.2500000E-02  7.5540324E-18
  5.5000000E-02  7.6385608E-18
  5.7500000E-02  7.7244734E-18
  6.0000000E-02  7.8118018E-18
  6.2500000E-02  7.9005839E-18
  6.5000000E-02  7.9908575E-18
  6.7500000E-02  8.0826637E-18
  7.0000000E-02  8.1760465E-18
  7.2500000E-02  8.2710497E-18
  7.5000000E-02  8.3677175E-18
  8.0000000E-02  8.5662232E-18
  8.5000000E-02  8.7719162E-18
  9.0000000E-02  8.9851536E-18
  9.5000000E-02  9.2063168E-18
  1.0000000E-01  9.4358038E-18
  1.1000000E-01  9.9213573E-18
  1.2000000E-01  1.0445354E-17
  1.3000000E-01  1.1012246E-17
  1.4000000E-01  1.1626727E-17
  1.5000000E-01  1.2294103E-17
