# Atomic cross section. IZ =  89
# Pratt's renormalization correction is applied
#  26   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  1.0675500E+05 eV
#  2  L1  EION =  1.9840000E+04 eV
#  3  L2  EION =  1.9083000E+04 eV
#  4  L3  EION =  1.5871000E+04 eV
#  5  M1  EION =  5.0020000E+03 eV
#  6  M2  EION =  4.6560000E+03 eV
#  7  M3  EION =  3.9090000E+03 eV
#  8  M4  EION =  3.3700000E+03 eV
#  9  M5  EION =  3.2190000E+03 eV
# 10  N1  EION =  1.2690000E+03 eV
# 11  N2  EION =  1.0800000E+03 eV
# 12  N3  EION =  8.9000000E+02 eV
# 13  N4  EION =  6.7500000E+02 eV
# 14  N5  EION =  6.3900000E+02 eV
# 17  O1  EION =  2.7200000E+02 eV
# 18  O2  EION =  2.1500000E+02 eV
# 19  O3  EION =  1.6700000E+02 eV
# 15  N6  EION =  3.1900000E+02 eV
# 16  N7  EION =  3.1900000E+02 eV
# 20  O4  EION =  8.0000000E+01 eV
# 21  O5  EION =  8.0000000E+01 eV
# 24  P1  EION =  4.2000000E+01 eV
# 25  P2  EION =  2.6000000E+01 eV
# 26  P3  EION =  1.9000000E+01 eV
# 27  P4  EION =  3.1000000E+00 eV
# 29  Q1  EION =  3.1000000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  6.7584043E-18
  1.0000195E-02  6.7584070E-18
  1.0000293E-02  6.7584097E-18
  1.0000391E-02  6.7584123E-18
  1.0000488E-02  6.7584150E-18
  1.0000586E-02  6.7584177E-18
  1.0000781E-02  6.7584230E-18
  1.0001172E-02  6.7584336E-18
  1.0001563E-02  6.7584443E-18
  1.0002344E-02  6.7584656E-18
  1.0003125E-02  6.7584869E-18
  1.0004688E-02  6.7585295E-18
  1.0006250E-02  6.7585721E-18
  1.0009375E-02  6.7586573E-18
  1.0012500E-02  6.7587426E-18
  1.0018750E-02  6.7589130E-18
  1.0025000E-02  6.7590835E-18
  1.0037500E-02  6.7594244E-18
  1.0050000E-02  6.7597653E-18
  1.0075000E-02  6.7604471E-18
  1.0100000E-02  6.7611291E-18
  1.0150000E-02  6.7624933E-18
  1.0200000E-02  6.7638580E-18
  1.0300000E-02  6.7665887E-18
  1.0400000E-02  6.7693211E-18
  1.0600000E-02  6.7747908E-18
  1.0800000E-02  6.7802672E-18
  1.1000000E-02  6.7857502E-18
  1.2000000E-02  6.8132662E-18
  1.3000000E-02  6.8409511E-18
  1.4000000E-02  6.8688062E-18
  1.5000000E-02  6.8968328E-18
  1.6000000E-02  6.9250326E-18
  1.7000000E-02  6.9534068E-18
  1.8000000E-02  6.9819569E-18
  1.9000000E-02  7.0106843E-18
  2.0000000E-02  7.0395906E-18
  2.2000000E-02  7.0979457E-18
  2.4000000E-02  7.1570341E-18
  2.6000000E-02  7.2168683E-18
  2.8000000E-02  7.2774608E-18
  3.0000000E-02  7.3388246E-18
  3.2000000E-02  7.4009727E-18
  3.4000000E-02  7.4639185E-18
  3.6000000E-02  7.5276759E-18
  3.8000000E-02  7.5922588E-18
  4.0000000E-02  7.6576815E-18
  4.2500000E-02  7.7406631E-18
  4.5000000E-02  7.8250092E-18
  4.7500000E-02  7.9107496E-18
  5.0000000E-02  7.9979155E-18
  5.2500000E-02  8.0865384E-18
  5.5000000E-02  8.1766511E-18
  5.7500000E-02  8.2682871E-18
  6.0000000E-02  8.3614810E-18
  6.2500000E-02  8.4562683E-18
  6.5000000E-02  8.5526854E-18
  6.7500000E-02  8.6507700E-18
  7.0000000E-02  8.7505608E-18
  7.2500000E-02  8.8520975E-18
  7.5000000E-02  8.9554211E-18
  8.0000000E-02  9.1675989E-18
  8.5000000E-02  9.3874466E-18
  9.0000000E-02  9.6153385E-18
  9.5000000E-02  9.8516715E-18
  1.0000000E-01  1.0096868E-17
  1.1000000E-01  1.0615672E-17
  1.2000000E-01  1.1175697E-17
  1.3000000E-01  1.1781425E-17
  1.4000000E-01  1.2437965E-17
  1.5000000E-01  1.3151153E-17
  1.6000000E-01  1.3927693E-17
  1.7000000E-01  1.4775306E-17
  1.8000000E-01  1.5702923E-17
  1.9000000E-01  1.6720923E-17
  2.0000000E-01  1.7841419E-17
  2.2000000E-01  2.0449265E-17
  2.4000000E-01  2.3674090E-17
  2.6000000E-01  2.7726497E-17
  2.8000000E-01  3.2914405E-17
  3.0000000E-01  3.9702147E-17
  3.2000000E-01  4.8820110E-17
  3.4000000E-01  6.1456153E-17
  3.6000000E-01  7.9661223E-17
  3.7000000E-01  9.1920113E-17
  3.8000000E-01  1.0719915E-16
  3.9000000E-01  1.2655526E-16
  4.0000000E-01  1.5155276E-16
  4.1250000E-01  1.9441739E-16
  4.2500000E-01  2.5756996E-16
  4.3750000E-01  3.5522977E-16
  4.4375000E-01  4.2478791E-16
  4.5000000E-01  5.1503177E-16
  4.5625000E-01  6.3386621E-16
  4.6250000E-01  7.9229850E-16
  4.6875000E-01  1.0049105E-15
  4.7500000E-01  1.2874462E-15
  4.8125000E-01  1.6479118E-15
  4.8750000E-01  2.0598540E-15
  4.9375000E-01  2.4233526E-15
  4.9687500E-01  2.5351062E-15
  5.0000000E-01  2.5747899E-15
  5.0312500E-01  2.5351778E-15
  5.0625000E-01  2.4233245E-15
  5.1250000E-01  2.0598575E-15
  5.1875000E-01  1.6479314E-15
  5.2500000E-01  1.2874624E-15
  5.3125000E-01  1.0048688E-15
  5.3750000E-01  7.9232962E-16
  5.4375000E-01  6.3384856E-16
  5.5000000E-01  5.1505530E-16
  5.5625000E-01  4.2480762E-16
  5.6250000E-01  3.5524790E-16
  5.7500000E-01  2.5758943E-16
  5.8750000E-01  1.9443878E-16
  6.0000000E-01  1.5157505E-16
  6.1250000E-01  1.2128810E-16
  6.2500000E-01  9.9154405E-17
  6.3750000E-01  8.2520166E-17
  6.5000000E-01  6.9718682E-17
  6.7500000E-01  5.1630407E-17
  7.0000000E-01  3.9751751E-17
  7.2500000E-01  3.1543838E-17
  7.5000000E-01  2.5642558E-17
  7.7500000E-01  2.1260078E-17
  8.0000000E-01  1.7918306E-17
  8.2500000E-01  1.5313222E-17
  8.5000000E-01  1.3243976E-17
  9.0000000E-01  1.0207176E-17
  9.5000000E-01  8.1277689E-18
  1.0000000E+00  6.6458813E-18
  1.0500000E+00  5.5569837E-18
  1.1000000E+00  4.7381996E-18
  1.1500000E+00  4.1125878E-18
  1.2000000E+00  3.6306159E-18
  1.3000000E+00  2.9804260E-18
  1.3500000E+00  2.7808809E-18
  1.4000000E+00  2.6587378E-18
  1.4500000E+00  2.6223882E-18
  1.5000000E+00  2.6983562E-18
  1.5500000E+00  2.9516311E-18
  1.5750000E+00  3.1898704E-18
  1.6000000E+00  3.5540680E-18
  1.6250000E+00  4.1268929E-18
  1.6500000E+00  5.0850999E-18
  1.6625000E+00  5.8262218E-18
  1.6750000E+00  6.8733959E-18
  1.6875000E+00  8.4279609E-18
  1.7000000E+00  1.0878530E-17
  1.7125000E+00  1.4984779E-17
  1.7187500E+00  1.8037748E-17
  1.7250000E+00  2.1946769E-17
  1.7281250E+00  2.4206901E-17
  1.7312500E+00  2.6597571E-17
  1.7375000E+00  3.1222584E-17
  1.7437500E+00  3.4235518E-17
  1.7500000E+00  3.4270924E-17
  1.7531250E+00  3.3228940E-17
  1.7562500E+00  3.1743372E-17
  1.7625000E+00  2.8361415E-17
  1.7687500E+00  2.5476686E-17
  1.7750000E+00  2.3606180E-17
  1.7875000E+00  2.2988934E-17
