# Atomic cross section. IZ =  82
# Pratt's renormalization correction is applied
#  23   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  8.8005000E+04 eV
#  2  L1  EION =  1.5861000E+04 eV
#  3  L2  EION =  1.5200000E+04 eV
#  4  L3  EION =  1.3035000E+04 eV
#  5  M1  EION =  3.8510000E+03 eV
#  6  M2  EION =  3.5540000E+03 eV
#  7  M3  EION =  3.0660000E+03 eV
#  8  M4  EION =  2.5860000E+03 eV
#  9  M5  EION =  2.4840000E+03 eV
# 10  N1  EION =  8.9180000E+02 eV
# 11  N2  EION =  7.6190000E+02 eV
# 12  N3  EION =  6.4350000E+02 eV
# 13  N4  EION =  4.3430000E+02 eV
# 14  N5  EION =  4.1220000E+02 eV
# 17  O1  EION =  1.4700000E+02 eV
# 18  O2  EION =  1.0640000E+02 eV
# 19  O3  EION =  8.3300000E+01 eV
# 15  N6  EION =  1.4170000E+02 eV
# 16  N7  EION =  1.3682000E+02 eV
# 20  O4  EION =  2.0700000E+01 eV
# 21  O5  EION =  1.8100000E+01 eV
# 24  P1  EION =  5.7500000E+00 eV
# 25  P2  EION =  3.1700000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  2.2666540E-18
  1.0000195E-02  2.2666546E-18
  1.0000293E-02  2.2666552E-18
  1.0000391E-02  2.2666558E-18
  1.0000488E-02  2.2666564E-18
  1.0000586E-02  2.2666570E-18
  1.0000684E-02  2.2666576E-18
  1.0000781E-02  2.2666582E-18
  1.0001172E-02  2.2666606E-18
  1.0001563E-02  2.2666630E-18
  1.0002344E-02  2.2666677E-18
  1.0003125E-02  2.2666725E-18
  1.0004688E-02  2.2666820E-18
  1.0006250E-02  2.2666915E-18
  1.0009375E-02  2.2667105E-18
  1.0012500E-02  2.2667296E-18
  1.0018750E-02  2.2667676E-18
  1.0025000E-02  2.2668057E-18
  1.0037500E-02  2.2668818E-18
  1.0050000E-02  2.2669580E-18
  1.0075000E-02  2.2671102E-18
  1.0100000E-02  2.2672625E-18
  1.0150000E-02  2.2675671E-18
  1.0200000E-02  2.2678717E-18
  1.0300000E-02  2.2684810E-18
  1.0400000E-02  2.2690905E-18
  1.0600000E-02  2.2703097E-18
  1.0800000E-02  2.2715295E-18
  1.1000000E-02  2.2727499E-18
  1.2000000E-02  2.2788600E-18
  1.3000000E-02  2.2849851E-18
  1.4000000E-02  2.2911266E-18
  1.5000000E-02  2.2972857E-18
  1.6000000E-02  2.3034638E-18
  1.7000000E-02  2.3096623E-18
  1.8000000E-02  2.3158826E-18
  1.9000000E-02  2.3221258E-18
  2.0000000E-02  2.3283934E-18
  2.2000000E-02  2.3410072E-18
  2.4000000E-02  2.3537345E-18
  2.6000000E-02  2.3665860E-18
  2.8000000E-02  2.3795678E-18
  3.0000000E-02  2.3926807E-18
  3.2000000E-02  2.4059252E-18
  3.4000000E-02  2.4193017E-18
  3.6000000E-02  2.4328109E-18
  3.8000000E-02  2.4464531E-18
  4.0000000E-02  2.4602291E-18
  4.2500000E-02  2.4776377E-18
  4.5000000E-02  2.4952570E-18
  4.7500000E-02  2.5130880E-18
  5.0000000E-02  2.5311319E-18
  5.2500000E-02  2.5493903E-18
  5.5000000E-02  2.5678675E-18
  5.7500000E-02  2.5865686E-18
  6.0000000E-02  2.6054987E-18
