# Atomic cross section. IZ =  56
# Pratt's renormalization correction is applied
#  18   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  3.7441000E+04 eV
#  2  L1  EION =  5.9890000E+03 eV
#  3  L2  EION =  5.6240000E+03 eV
#  4  L3  EION =  5.2470000E+03 eV
#  5  M1  EION =  1.2930000E+03 eV
#  6  M2  EION =  1.1370000E+03 eV
#  7  M3  EION =  1.0630000E+03 eV
#  8  M4  EION =  7.9570000E+02 eV
#  9  M5  EION =  7.8050000E+02 eV
# 10  N1  EION =  2.5350000E+02 eV
# 11  N2  EION =  1.9200000E+02 eV
# 12  N3  EION =  1.7860000E+02 eV
# 13  N4  EION =  9.2600000E+01 eV
# 14  N5  EION =  8.9900000E+01 eV
# 17  O1  EION =  3.0300000E+01 eV
# 18  O2  EION =  1.7000000E+01 eV
# 19  O3  EION =  1.4800000E+01 eV
# 24  P1  EION =  2.6900000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  5.6102779E-18
  1.0000195E-02  5.6102802E-18
  1.0000293E-02  5.6102825E-18
  1.0000391E-02  5.6102847E-18
  1.0000488E-02  5.6102870E-18
  1.0000586E-02  5.6102893E-18
  1.0000781E-02  5.6102939E-18
  1.0001172E-02  5.6103030E-18
  1.0001563E-02  5.6103121E-18
  1.0002344E-02  5.6103303E-18
  1.0003125E-02  5.6103486E-18
  1.0004688E-02  5.6103850E-18
  1.0006250E-02  5.6104215E-18
  1.0009375E-02  5.6104944E-18
  1.0012500E-02  5.6105674E-18
  1.0018750E-02  5.6107133E-18
  1.0025000E-02  5.6108592E-18
  1.0037500E-02  5.6111509E-18
  1.0050000E-02  5.6114427E-18
  1.0075000E-02  5.6120262E-18
  1.0100000E-02  5.6126098E-18
  1.0150000E-02  5.6137769E-18
  1.0200000E-02  5.6149440E-18
  1.0300000E-02  5.6172782E-18
  1.0400000E-02  5.6196124E-18
  1.0600000E-02  5.6242810E-18
  1.0800000E-02  5.6289499E-18
  1.1000000E-02  5.6336191E-18
  1.2000000E-02  5.6569734E-18
  1.3000000E-02  5.6803494E-18
  1.4000000E-02  5.7037580E-18
  1.5000000E-02  5.7272099E-18
  1.6000000E-02  5.7507160E-18
  1.7000000E-02  5.7742872E-18
  1.8000000E-02  5.7979343E-18
  1.9000000E-02  5.8216682E-18
  2.0000000E-02  5.8454996E-18
  2.2000000E-02  5.8934986E-18
  2.4000000E-02  5.9420182E-18
  2.6000000E-02  5.9911449E-18
  2.8000000E-02  6.0409653E-18
  3.0000000E-02  6.0915348E-18
  3.2000000E-02  6.1428588E-18
  3.4000000E-02  6.1949381E-18
  3.6000000E-02  6.2477732E-18
  3.8000000E-02  6.3013648E-18
  4.0000000E-02  6.3557137E-18
  4.2500000E-02  6.4247157E-18
  4.5000000E-02  6.4949031E-18
  4.7500000E-02  6.5662775E-18
  5.0000000E-02  6.6388400E-18
  5.2500000E-02  6.7125920E-18
  5.5000000E-02  6.7875359E-18
  5.7500000E-02  6.8636937E-18
  6.0000000E-02  6.9411030E-18
  6.2500000E-02  7.0198024E-18
  6.5000000E-02  7.0998301E-18
  6.7500000E-02  7.1812244E-18
  7.0000000E-02  7.2640238E-18
  7.2500000E-02  7.3482666E-18
  7.5000000E-02  7.4339910E-18
  8.0000000E-02  7.6100385E-18
  8.5000000E-02  7.7924730E-18
  9.0000000E-02  7.9816109E-18
  9.5000000E-02  8.1777879E-18
  1.0000000E-01  8.3813416E-18
  1.1000000E-01  8.8119583E-18
  1.2000000E-01  9.2767741E-18
  1.3000000E-01  9.7796603E-18
  1.4000000E-01  1.0324659E-17
  1.5000000E-01  1.0916651E-17
  1.6000000E-01  1.1561257E-17
  1.7000000E-01  1.2264853E-17
  1.8000000E-01  1.3034900E-17
  1.9000000E-01  1.3879814E-17
  2.0000000E-01  1.4809967E-17
  2.2000000E-01  1.6974846E-17
  2.4000000E-01  1.9651863E-17
  2.6000000E-01  2.3015748E-17
  2.8000000E-01  2.7322154E-17
  3.0000000E-01  3.2957589E-17
  3.2000000E-01  4.0525683E-17
  3.4000000E-01  5.1015125E-17
  3.6000000E-01  6.6127172E-17
  3.7000000E-01  7.6303479E-17
  3.8000000E-01  8.8986581E-17
  3.9000000E-01  1.0505633E-16
  4.0000000E-01  1.2580483E-16
  4.1250000E-01  1.6138720E-16
  4.1875000E-01  1.8492903E-16
  4.2500000E-01  2.1381098E-16
  4.3125000E-01  2.4969204E-16
  4.3750000E-01  2.9487915E-16
  4.4375000E-01  3.5262200E-16
  4.5000000E-01  4.2753383E-16
  4.5625000E-01  5.2617829E-16
  4.6250000E-01  6.5770046E-16
  4.6875000E-01  8.3414429E-16
  4.7500000E-01  1.0687088E-15
  4.7812500E-01  1.2105622E-15
  4.8125000E-01  1.3679260E-15
  4.8437500E-01  1.5369899E-15
  4.8750000E-01  1.7098971E-15
  4.9375000E-01  2.0115845E-15
  4.9687500E-01  2.1044507E-15
  5.0000000E-01  2.1373295E-15
  5.0312500E-01  2.1044473E-15
  5.0625000E-01  2.0116073E-15
  5.1250000E-01  1.7098908E-15
  5.1562500E-01  1.5370028E-15
  5.1875000E-01  1.3679484E-15
  5.2187500E-01  1.2105798E-15
  5.2500000E-01  1.0687206E-15
  5.3125000E-01  8.3414272E-16
  5.3750000E-01  6.5770999E-16
  5.4375000E-01  5.2618941E-16
  5.5000000E-01  4.2754968E-16
  5.5625000E-01  3.5263655E-16
  5.6250000E-01  2.9489527E-16
  5.6875000E-01  2.4970934E-16
  5.7500000E-01  2.1382976E-16
  5.8125000E-01  1.8494925E-16
  5.8750000E-01  1.6140761E-16
  6.0000000E-01  1.2582920E-16
  6.1250000E-01  1.0068826E-16
  6.2500000E-01  8.2315889E-17
  6.3750000E-01  6.8508795E-17
  6.5000000E-01  5.7882661E-17
  6.6250000E-01  4.9538102E-17
  6.7500000E-01  4.2869706E-17
  6.8750000E-01  3.7459395E-17
  7.0000000E-01  3.3011332E-17
  7.2500000E-01  2.6200886E-17
  7.5000000E-01  2.1304860E-17
  7.7500000E-01  1.7670286E-17
  8.0000000E-01  1.4900324E-17
