# Atomic cross section. IZ =  57
# Pratt's renormalization correction is applied
#  19   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  3.8925000E+04 eV
#  2  L1  EION =  6.2660000E+03 eV
#  3  L2  EION =  5.8910000E+03 eV
#  4  L3  EION =  5.4830000E+03 eV
#  5  M1  EION =  1.3620000E+03 eV
#  6  M2  EION =  1.2090000E+03 eV
#  7  M3  EION =  1.1280000E+03 eV
#  8  M4  EION =  8.5300000E+02 eV
#  9  M5  EION =  8.3600000E+02 eV
# 10  N1  EION =  2.7470000E+02 eV
# 11  N2  EION =  2.0580000E+02 eV
# 12  N3  EION =  1.9600000E+02 eV
# 13  N4  EION =  1.0530000E+02 eV
# 14  N5  EION =  1.0250000E+02 eV
# 17  O1  EION =  3.4300000E+01 eV
# 18  O2  EION =  1.9300000E+01 eV
# 19  O3  EION =  1.6800000E+01 eV
# 20  O4  EION =  2.1370000E+00 eV
# 24  P1  EION =  2.1370000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  6.0478610E-18
  1.0000195E-02  6.0478634E-18
  1.0000293E-02  6.0478658E-18
  1.0000391E-02  6.0478682E-18
  1.0000488E-02  6.0478705E-18
  1.0000586E-02  6.0478729E-18
  1.0000781E-02  6.0478776E-18
  1.0001172E-02  6.0478871E-18
  1.0001563E-02  6.0478966E-18
  1.0002344E-02  6.0479156E-18
  1.0003125E-02  6.0479346E-18
  1.0004688E-02  6.0479725E-18
  1.0006250E-02  6.0480105E-18
  1.0009375E-02  6.0480864E-18
  1.0012500E-02  6.0481623E-18
  1.0018750E-02  6.0483141E-18
  1.0025000E-02  6.0484659E-18
  1.0037500E-02  6.0487695E-18
  1.0050000E-02  6.0490731E-18
  1.0075000E-02  6.0496804E-18
  1.0100000E-02  6.0502877E-18
  1.0150000E-02  6.0515028E-18
  1.0200000E-02  6.0527182E-18
  1.0300000E-02  6.0551502E-18
  1.0400000E-02  6.0575837E-18
  1.0600000E-02  6.0624551E-18
  1.0800000E-02  6.0673324E-18
  1.1000000E-02  6.0722156E-18
  1.2000000E-02  6.0967213E-18
  1.3000000E-02  6.1213769E-18
  1.4000000E-02  6.1461837E-18
  1.5000000E-02  6.1711428E-18
  1.6000000E-02  6.1962556E-18
  1.7000000E-02  6.2215232E-18
  1.8000000E-02  6.2469471E-18
  1.9000000E-02  6.2725284E-18
  2.0000000E-02  6.2982686E-18
  2.2000000E-02  6.3502304E-18
  2.4000000E-02  6.4028434E-18
  2.6000000E-02  6.4561185E-18
  2.8000000E-02  6.5100668E-18
  3.0000000E-02  6.5646997E-18
  3.2000000E-02  6.6200289E-18
  3.4000000E-02  6.6760662E-18
  3.6000000E-02  6.7328239E-18
  3.8000000E-02  6.7903144E-18
  4.0000000E-02  6.8485502E-18
  4.2500000E-02  6.9224130E-18
  4.5000000E-02  6.9974868E-18
  4.7500000E-02  7.0737981E-18
  5.0000000E-02  7.1513743E-18
  5.2500000E-02  7.2302436E-18
  5.5000000E-02  7.3104349E-18
  5.7500000E-02  7.3919779E-18
  6.0000000E-02  7.4749032E-18
  6.2500000E-02  7.5592424E-18
  6.5000000E-02  7.6450276E-18
  6.7500000E-02  7.7322923E-18
  7.0000000E-02  7.8210706E-18
  7.2500000E-02  7.9113978E-18
  7.5000000E-02  8.0033101E-18
  8.0000000E-02  8.1920407E-18
  8.5000000E-02  8.3875746E-18
  9.0000000E-02  8.5902430E-18
  9.5000000E-02  8.8003976E-18
  1.0000000E-01  9.0184117E-18
  1.1000000E-01  9.4796326E-18
  1.2000000E-01  9.9773991E-18
  1.3000000E-01  1.0515679E-17
  1.4000000E-01  1.1098991E-17
  1.5000000E-01  1.1732504E-17
  1.6000000E-01  1.2422148E-17
  1.7000000E-01  1.3174756E-17
  1.8000000E-01  1.3998228E-17
  1.9000000E-01  1.4901744E-17
  2.0000000E-01  1.5896017E-17
  2.2000000E-01  1.8209329E-17
  2.4000000E-01  2.1068783E-17
  2.6000000E-01  2.4660459E-17
  2.8000000E-01  2.9256673E-17
  3.0000000E-01  3.5268305E-17
  3.2000000E-01  4.3338117E-17
  3.4000000E-01  5.4521182E-17
  3.6000000E-01  7.0625501E-17
  3.7000000E-01  8.1466858E-17
  3.8000000E-01  9.4978027E-17
  3.9000000E-01  1.1209126E-16
  4.0000000E-01  1.3419081E-16
  4.1250000E-01  1.7207932E-16
  4.1875000E-01  1.9714456E-16
  4.2500000E-01  2.2789428E-16
  4.3125000E-01  2.6609301E-16
  4.3750000E-01  3.1419766E-16
  4.4375000E-01  3.7566569E-16
  4.5000000E-01  4.5541024E-16
  4.5625000E-01  5.6040719E-16
  4.6250000E-01  7.0039944E-16
  4.6875000E-01  8.8819513E-16
  4.7500000E-01  1.1378702E-15
  4.7812500E-01  1.2888555E-15
  4.8125000E-01  1.4563483E-15
  4.8437500E-01  1.6362917E-15
  4.8750000E-01  1.8203193E-15
  4.9375000E-01  2.1414235E-15
  4.9687500E-01  2.2402663E-15
  5.0000000E-01  2.2752191E-15
  5.0312500E-01  2.2402628E-15
  5.0625000E-01  2.1414949E-15
  5.1250000E-01  1.8203868E-15
  5.1562500E-01  1.6363840E-15
  5.1875000E-01  1.4564740E-15
  5.2187500E-01  1.2890089E-15
  5.2500000E-01  1.1380469E-15
  5.3125000E-01  8.8841146E-16
  5.3750000E-01  7.0066107E-16
  5.4375000E-01  5.6071300E-16
  5.5000000E-01  4.5576537E-16
  5.5625000E-01  3.7607260E-16
  5.6250000E-01  3.1465635E-16
  5.6875000E-01  2.6660510E-16
  5.7500000E-01  2.2846179E-16
  5.8125000E-01  1.9777150E-16
  5.8750000E-01  1.7276873E-16
  6.0000000E-01  1.3501825E-16
  6.1250000E-01  1.0839709E-16
  6.2500000E-01  8.9007932E-17
  6.3750000E-01  7.4512182E-17
  6.5000000E-01  6.3447786E-17
  6.6250000E-01  5.4872508E-17
  6.7500000E-01  4.8164229E-17
  6.8750000E-01  4.2909641E-17
  7.0000000E-01  3.8849894E-17
  7.1250000E-01  3.5836059E-17
  7.2500000E-01  3.3844593E-17
  7.3750000E-01  3.3006641E-17
  7.5000000E-01  3.3714334E-17
  7.6250000E-01  3.6832811E-17
  7.6875000E-01  3.9747094E-17
  7.7500000E-01  4.3815549E-17
  7.8125000E-01  4.8970242E-17
  7.8750000E-01  5.4503511E-17
