# Atomic cross section. IZ =  41
# Pratt's renormalization correction is applied
#  14   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  1.8986000E+04 eV
#  2  L1  EION =  2.6980000E+03 eV
#  3  L2  EION =  2.4650000E+03 eV
#  4  L3  EION =  2.3710000E+03 eV
#  5  M1  EION =  4.6660000E+02 eV
#  6  M2  EION =  3.7610000E+02 eV
#  7  M3  EION =  3.6060000E+02 eV
#  8  M4  EION =  2.0500000E+02 eV
#  9  M5  EION =  2.0230000E+02 eV
# 10  N1  EION =  5.6400000E+01 eV
# 11  N2  EION =  3.2600000E+01 eV
# 12  N3  EION =  3.0800000E+01 eV
# 13  N4  EION =  2.8400000E+00 eV
# 17  O1  EION =  2.7430000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  6.0693252E-18
  1.0000195E-02  6.0693275E-18
  1.0000293E-02  6.0693299E-18
  1.0000391E-02  6.0693322E-18
  1.0000488E-02  6.0693346E-18
  1.0000586E-02  6.0693369E-18
  1.0000684E-02  6.0693393E-18
  1.0000781E-02  6.0693416E-18
  1.0001172E-02  6.0693510E-18
  1.0001563E-02  6.0693605E-18
  1.0002344E-02  6.0693793E-18
  1.0003125E-02  6.0693981E-18
  1.0004688E-02  6.0694357E-18
  1.0006250E-02  6.0694733E-18
  1.0009375E-02  6.0695485E-18
  1.0012500E-02  6.0696237E-18
  1.0018750E-02  6.0697742E-18
  1.0025000E-02  6.0699246E-18
  1.0037500E-02  6.0702255E-18
  1.0050000E-02  6.0705264E-18
  1.0075000E-02  6.0711282E-18
  1.0100000E-02  6.0717301E-18
  1.0150000E-02  6.0729343E-18
  1.0200000E-02  6.0741388E-18
  1.0300000E-02  6.0765490E-18
  1.0400000E-02  6.0789607E-18
  1.0600000E-02  6.0837884E-18
  1.0800000E-02  6.0886220E-18
  1.1000000E-02  6.0934616E-18
  1.2000000E-02  6.1177480E-18
  1.3000000E-02  6.1421833E-18
  1.4000000E-02  6.1667687E-18
  1.5000000E-02  6.1915054E-18
  1.6000000E-02  6.2163948E-18
  1.7000000E-02  6.2414379E-18
  1.8000000E-02  6.2666363E-18
  1.9000000E-02  6.2919910E-18
  2.0000000E-02  6.3175034E-18
  2.2000000E-02  6.3690066E-18
  2.4000000E-02  6.4211566E-18
  2.6000000E-02  6.4739642E-18
  2.8000000E-02  6.5274405E-18
  3.0000000E-02  6.5815969E-18
  3.2000000E-02  6.6364449E-18
  3.4000000E-02  6.6919964E-18
  3.6000000E-02  6.7482636E-18
  3.8000000E-02  6.8052586E-18
  4.0000000E-02  6.8629942E-18
  4.2500000E-02  6.9362248E-18
  4.5000000E-02  7.0106585E-18
  4.7500000E-02  7.0863218E-18
  5.0000000E-02  7.1632419E-18
  5.2500000E-02  7.2414468E-18
  5.5000000E-02  7.3209654E-18
  5.7500000E-02  7.4018272E-18
  6.0000000E-02  7.4840627E-18
  6.2500000E-02  7.5677031E-18
  6.5000000E-02  7.6527807E-18
  6.7500000E-02  7.7393285E-18
  7.0000000E-02  7.8273808E-18
  7.2500000E-02  7.9169724E-18
  7.5000000E-02  8.0081397E-18
  8.0000000E-02  8.1953505E-18
  8.5000000E-02  8.3893241E-18
  9.0000000E-02  8.5903901E-18
  9.5000000E-02  8.7988986E-18
  1.0000000E-01  9.0152215E-18
  1.1000000E-01  9.4729169E-18
  1.2000000E-01  9.9669552E-18
  1.3000000E-01  1.0501287E-17
  1.4000000E-01  1.1080414E-17
  1.5000000E-01  1.1709482E-17
  1.6000000E-01  1.2394399E-17
  1.7000000E-01  1.3141972E-17
  1.8000000E-01  1.3960072E-17
  1.9000000E-01  1.4857847E-17
  2.0000000E-01  1.5845971E-17
  2.2000000E-01  1.8145602E-17
  2.4000000E-01  2.0989096E-17
  2.5000000E-01  2.2669887E-17
  2.6000000E-01  2.4562043E-17
  2.7000000E-01  2.6702230E-17
  2.8000000E-01  2.9135665E-17
  2.9000000E-01  3.1918631E-17
  3.0000000E-01  3.5120210E-17
  3.1000000E-01  3.8828722E-17
  3.2000000E-01  4.3156489E-17
  3.3000000E-01  4.8249937E-17
  3.4000000E-01  5.4295856E-17
  3.5000000E-01  6.1547080E-17
  3.6000000E-01  7.0342661E-17
  3.7000000E-01  8.1147452E-17
  3.7500000E-01  8.7498567E-17
  3.8000000E-01  9.4614917E-17
  3.8500000E-01  1.0262378E-16
  3.9000000E-01  1.1167428E-16
  3.9500000E-01  1.2196318E-16
  4.0000000E-01  1.3370864E-16
  4.0625000E-01  1.5087952E-16
  4.1250000E-01  1.7148867E-16
  4.1875000E-01  1.9648433E-16
  4.2500000E-01  2.2714997E-16
  4.3125000E-01  2.6524609E-16
  4.3437500E-01  2.8781180E-16
  4.3750000E-01  3.1322363E-16
  4.4062500E-01  3.4194514E-16
  4.4375000E-01  3.7453101E-16
  4.4687500E-01  4.1164256E-16
  4.5000000E-01  4.5407015E-16
  4.5312500E-01  5.0275223E-16
  4.5625000E-01  5.5879917E-16
  4.6250000E-01  6.9845043E-16
  4.6562500E-01  7.8525469E-16
  4.6875000E-01  8.8577538E-16
  4.7187500E-01  1.0018117E-15
  4.7500000E-01  1.1348336E-15
  4.7812500E-01  1.2854433E-15
  4.8125000E-01  1.4525198E-15
  4.8437500E-01  1.6320181E-15
  4.8593750E-01  1.7240296E-15
  4.8750000E-01  1.8155990E-15
  4.9062500E-01  1.9896809E-15
  4.9375000E-01  2.1359171E-15
  4.9687500E-01  2.2345154E-15
  4.9843750E-01  2.2605959E-15
  5.0000000E-01  2.2694232E-15
  5.0156250E-01  2.2606018E-15
  5.0312500E-01  2.2344760E-15
  5.0625000E-01  2.1359509E-15
  5.0937500E-01  1.9896738E-15
  5.1250000E-01  1.8155973E-15
  5.1406250E-01  1.7240504E-15
  5.1562500E-01  1.6320435E-15
  5.1875000E-01  1.4525297E-15
  5.2187500E-01  1.2854732E-15
  5.2500000E-01  1.1348485E-15
  5.2812500E-01  1.0018270E-15
  5.3125000E-01  8.8579417E-16
  5.3437500E-01  7.8527630E-16
  5.3750000E-01  6.9846866E-16
  5.4375000E-01  5.5882902E-16
  5.4687500E-01  5.0278172E-16
  5.5000000E-01  4.5410129E-16
  5.5312500E-01  4.1167560E-16
  5.5625000E-01  3.7456487E-16
  5.5937500E-01  3.4198027E-16
  5.6250000E-01  3.1326025E-16
  5.6562500E-01  2.8785047E-16
  5.6875000E-01  2.6528599E-16
  5.7500000E-01  2.2719265E-16
  5.8125000E-01  1.9652994E-16
  5.8750000E-01  1.7153678E-16
  5.9375000E-01  1.5093268E-16
  6.0000000E-01  1.3376504E-16
  6.0625000E-01  1.1932481E-16
  6.1250000E-01  1.0707454E-16
  6.1875000E-01  9.6597017E-17
  6.2500000E-01  8.7570879E-17
  6.3125000E-01  7.9743927E-17
  6.3750000E-01  7.2914686E-17
  6.4375000E-01  6.6921819E-17
  6.5000000E-01  6.1635981E-17
  6.5625000E-01  5.6951086E-17
  6.6250000E-01  5.2779824E-17
  6.7500000E-01  4.5703618E-17
  6.8750000E-01  3.9963399E-17
  7.0000000E-01  3.5245050E-17
  7.1250000E-01  3.1321162E-17
  7.2500000E-01  2.8023918E-17
  7.3750000E-01  2.5227517E-17
  7.5000000E-01  2.2836519E-17
  7.6250000E-01  2.0776754E-17
  7.7500000E-01  1.8990548E-17
  7.8750000E-01  1.7431723E-17
  8.0000000E-01  1.6064408E-17
  8.1250000E-01  1.4858619E-17
  8.2500000E-01  1.3790903E-17
  8.3750000E-01  1.2841328E-17
  8.5000000E-01  1.1993904E-17
  8.7500000E-01  1.0553963E-17
  9.0000000E-01  9.3880138E-18
  9.2500000E-01  8.4374780E-18
  9.5000000E-01  7.6606378E-18
  9.7500000E-01  7.0281601E-18
  1.0000000E+00  6.5202994E-18
  1.0125000E+00  6.3092024E-18
  1.0250000E+00  6.1256241E-18
  1.0500000E+00  5.8410543E-18
  1.0625000E+00  5.7419238E-18
  1.0750000E+00  5.6740084E-18
  1.0875000E+00  5.6407520E-18
  1.1000000E+00  5.6470080E-18
  1.1125000E+00  5.6999068E-18
  1.1250000E+00  5.8096311E-18
  1.1375000E+00  5.9913256E-18
  1.1500000E+00  6.2668123E-18
  1.1625000E+00  6.6695929E-18
  1.1687500E+00  6.9339996E-18
  1.1750000E+00  7.2519213E-18
  1.1812500E+00  7.6350818E-18
  1.1875000E+00  8.0986464E-18
  1.1937500E+00  8.6626377E-18
  1.2000000E+00  9.3541433E-18
  1.2062500E+00  1.0208941E-17
  1.2125000E+00  1.1276957E-17
  1.2187500E+00  1.2627091E-17
  1.2250000E+00  1.4355636E-17
  1.2281250E+00  1.5401981E-17
  1.2312500E+00  1.6596862E-17
  1.2343750E+00  1.7964469E-17
  1.2375000E+00  1.9532492E-17
  1.2437500E+00  2.3390867E-17
  1.2468750E+00  2.5738842E-17
  1.2500000E+00  2.8393678E-17
  1.2531250E+00  3.1356132E-17
  1.2546875E+00  3.2944561E-17
  1.2562500E+00  3.4596847E-17
  1.2593750E+00  3.8048110E-17
  1.2625000E+00  4.1606994E-17
  1.2656250E+00  4.5147710E-17
  1.2687500E+00  4.8571156E-17
  1.2718750E+00  5.1825068E-17
  1.2750000E+00  5.4929320E-17
  1.2781250E+00  5.7919696E-17
  1.2812500E+00  6.0783926E-17
  1.2843750E+00  6.3381321E-17
  1.2875000E+00  6.5427058E-17
  1.2906250E+00  6.6549023E-17
  1.2921875E+00  6.6654602E-17
  1.2937500E+00  6.6417325E-17
  1.2953125E+00  6.5826866E-17
  1.2968750E+00  6.4889529E-17
  1.3000000E+00  6.2084138E-17
  1.3031250E+00  5.8340726E-17
  1.3062500E+00  5.4101049E-17
  1.3093750E+00  4.9764882E-17
  1.3125000E+00  4.5649673E-17
  1.3156250E+00  4.1947145E-17
  1.3187500E+00  3.8752148E-17
  1.3218750E+00  3.6102630E-17
  1.3250000E+00  3.3994900E-17
  1.3375000E+00  3.0567088E-17
  1.3406250E+00  3.0863235E-17
  1.3437500E+00  3.1582902E-17
  1.3468750E+00  3.2692988E-17
  1.3500000E+00  3.4129703E-17
  1.3531250E+00  3.5782268E-17
  1.3562500E+00  3.7480770E-17
  1.3593750E+00  3.8986979E-17
  1.3625000E+00  4.0049769E-17
  1.3640625E+00  4.0339520E-17
  1.3656250E+00  4.0440727E-17
  1.3687500E+00  4.0050529E-17
  1.3718750E+00  3.8920342E-17
  1.3750000E+00  3.7220483E-17
  1.3781250E+00  3.5171819E-17
  1.3812500E+00  3.2978709E-17
  1.3843750E+00  3.0773983E-17
  1.3875000E+00  2.8620063E-17
  1.3906250E+00  2.6530631E-17
  1.3937500E+00  2.4503239E-17
  1.3968750E+00  2.2544332E-17
  1.4000000E+00  2.0673151E-17
  1.4015625E+00  1.9778635E-17
  1.4031250E+00  1.8916355E-17
  1.4062500E+00  1.7297986E-17
  1.4093750E+00  1.5831436E-17
  1.4125000E+00  1.4518738E-17
  1.4187500E+00  1.2324848E-17
  1.4250000E+00  1.0616298E-17
  1.4312500E+00  9.2824413E-18
  1.4375000E+00  8.2279994E-18
  1.4437500E+00  7.3822820E-18
  1.4500000E+00  6.6937835E-18
  1.4562500E+00  6.1252239E-18
  1.4625000E+00  5.6494598E-18
  1.4687500E+00  5.2466339E-18
  1.4750000E+00  4.9019864E-18
  1.4812500E+00  4.6042572E-18
  1.4875000E+00  4.3448004E-18
  1.4937500E+00  4.1169886E-18
  1.5000000E+00  3.9155713E-18
  1.5125000E+00  3.5760278E-18
  1.5250000E+00  3.3016290E-18
  1.5375000E+00  3.0758757E-18
  1.5500000E+00  2.8874789E-18
  1.5625000E+00  2.7284080E-18
  1.5750000E+00  2.5928441E-18
  1.5875000E+00  2.4765334E-18
  1.6000000E+00  2.3762376E-18
  1.6125000E+00  2.2896157E-18
  1.6250000E+00  2.2148046E-18
  1.6500000E+00  2.0956619E-18
  1.6750000E+00  2.0121260E-18
  1.7000000E+00  1.9621075E-18
  1.7125000E+00  1.9502186E-18
  1.7250000E+00  1.9480436E-18
  1.7375000E+00  1.9567735E-18
  1.7500000E+00  1.9784030E-18
  1.7625000E+00  2.0155413E-18
  1.7750000E+00  2.0721540E-18
  1.7875000E+00  2.1540763E-18
  1.8000000E+00  2.2700519E-18
  1.8062500E+00  2.3447936E-18
  1.8125000E+00  2.4336555E-18
  1.8187500E+00  2.5396527E-18
  1.8250000E+00  2.6666514E-18
  1.8312500E+00  2.8197281E-18
  1.8375000E+00  3.0055899E-18
  1.8437500E+00  3.2332657E-18
  1.8500000E+00  3.5150411E-18
  1.8562500E+00  3.8678812E-18
  1.8625000E+00  4.3155227E-18
  1.8687500E+00  4.8914452E-18
  1.8718750E+00  5.2416683E-18
  1.8750000E+00  5.6428076E-18
  1.8812500E+00  6.6346962E-18
  1.8843750E+00  7.2464049E-18
  1.8875000E+00  7.9507001E-18
  1.8906250E+00  8.7587687E-18
  1.8937500E+00  9.6792857E-18
  1.8968750E+00  1.0715058E-17
  1.9000000E+00  1.1858328E-17
  1.9031250E+00  1.3085028E-17
  1.9046875E+00  1.3716306E-17
  1.9062500E+00  1.4349608E-17
  1.9093750E+00  1.5582676E-17
  1.9125000E+00  1.6694106E-17
  1.9156250E+00  1.7582376E-17
  1.9187500E+00  1.8151130E-17
  1.9203125E+00  1.8292063E-17
  1.9218750E+00  1.8330328E-17
  1.9234375E+00  1.8264934E-17
  1.9250000E+00  1.8100107E-17
  1.9281250E+00  1.7502289E-17
  1.9312500E+00  1.6631881E-17
  1.9343750E+00  1.5609157E-17
  1.9375000E+00  1.4548874E-17
  1.9406250E+00  1.3540207E-17
  1.9437500E+00  1.2641953E-17
  1.9468750E+00  1.1886017E-17
  1.9500000E+00  1.1286130E-17
  1.9531250E+00  1.0845389E-17
  1.9562500E+00  1.0561522E-17
  1.9625000E+00  1.0449987E-17
  1.9687500E+00  1.0922386E-17
  1.9718750E+00  1.1364975E-17
  1.9750000E+00  1.1929651E-17
  1.9781250E+00  1.2593952E-17
  1.9812500E+00  1.3324048E-17
