# Atomic cross section. IZ =  37
# Pratt's renormalization correction is applied
#  13   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  1.5200000E+04 eV
#  2  L1  EION =  2.0650000E+03 eV
#  3  L2  EION =  1.8640000E+03 eV
#  4  L3  EION =  1.8040000E+03 eV
#  5  M1  EION =  3.2670000E+02 eV
#  6  M2  EION =  2.4870000E+02 eV
#  7  M3  EION =  2.3910000E+02 eV
#  8  M4  EION =  1.1300000E+02 eV
#  9  M5  EION =  1.1200000E+02 eV
# 10  N1  EION =  3.0500000E+01 eV
# 11  N2  EION =  1.6300000E+01 eV
# 12  N3  EION =  1.5300000E+01 eV
# 17  O1  EION =  1.9200000E+00 eV
#
#  Total atomic cross section
#  1924   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  2.6932505E-18
  1.0000195E-02  2.6932516E-18
  1.0000293E-02  2.6932526E-18
  1.0000391E-02  2.6932537E-18
  1.0000488E-02  2.6932547E-18
  1.0000586E-02  2.6932558E-18
  1.0000684E-02  2.6932569E-18
  1.0000781E-02  2.6932579E-18
  1.0001172E-02  2.6932622E-18
  1.0001563E-02  2.6932664E-18
  1.0002344E-02  2.6932749E-18
  1.0003125E-02  2.6932834E-18
  1.0004688E-02  2.6933004E-18
  1.0006250E-02  2.6933174E-18
  1.0009375E-02  2.6933514E-18
  1.0012500E-02  2.6933854E-18
  1.0018750E-02  2.6934534E-18
  1.0025000E-02  2.6935214E-18
  1.0037500E-02  2.6936574E-18
  1.0050000E-02  2.6937934E-18
  1.0075000E-02  2.6940654E-18
  1.0100000E-02  2.6943374E-18
  1.0150000E-02  2.6948816E-18
  1.0200000E-02  2.6954260E-18
  1.0300000E-02  2.6965153E-18
  1.0400000E-02  2.6976052E-18
  1.0600000E-02  2.6997871E-18
  1.0800000E-02  2.7019716E-18
  1.1000000E-02  2.7041588E-18
  1.2000000E-02  2.7151349E-18
  1.3000000E-02  2.7261783E-18
  1.4000000E-02  2.7372896E-18
  1.5000000E-02  2.7484693E-18
  1.6000000E-02  2.7597180E-18
  1.7000000E-02  2.7710362E-18
  1.8000000E-02  2.7824246E-18
  1.9000000E-02  2.7938836E-18
  2.0000000E-02  2.8054139E-18
  2.2000000E-02  2.8286908E-18
  2.4000000E-02  2.8522601E-18
  2.6000000E-02  2.8761266E-18
  2.8000000E-02  2.9002954E-18
  3.0000000E-02  2.9247716E-18
  3.2000000E-02  2.9495604E-18
  3.4000000E-02  2.9746672E-18
  3.6000000E-02  3.0000975E-18
  3.8000000E-02  3.0258567E-18
  4.0000000E-02  3.0519507E-18
  4.2500000E-02  3.0850478E-18
  4.5000000E-02  3.1186886E-18
  4.7500000E-02  3.1528852E-18
  5.0000000E-02  3.1876498E-18
  5.2500000E-02  3.2229951E-18
  5.5000000E-02  3.2589341E-18
  5.7500000E-02  3.2954802E-18
  6.0000000E-02  3.3326471E-18
  6.2500000E-02  3.3704488E-18
  6.5000000E-02  3.4089001E-18
  6.7500000E-02  3.4480158E-18
  7.0000000E-02  3.4878114E-18
  7.2500000E-02  3.5283025E-18
  7.5000000E-02  3.5695057E-18
  8.0000000E-02  3.6541156E-18
  8.5000000E-02  3.7417813E-18
  9.0000000E-02  3.8326517E-18
  9.5000000E-02  3.9268849E-18
  1.0000000E-01  4.0246487E-18
  1.1000000E-01  4.2314937E-18
  1.2000000E-01  4.4547572E-18
  1.3000000E-01  4.6962223E-18
  1.4000000E-01  4.9579211E-18
  1.5000000E-01  5.2421764E-18
  1.6000000E-01  5.5516549E-18
  1.7000000E-01  5.8894275E-18
  1.8000000E-01  6.2590463E-18
  1.9000000E-01  6.6646382E-18
  2.0000000E-01  7.1110197E-18
  2.2000000E-01  8.1497532E-18
  2.4000000E-01  9.4339548E-18
  2.6000000E-01  1.1047321E-17
  2.8000000E-01  1.3112152E-17
  3.0000000E-01  1.5813459E-17
  3.2000000E-01  1.9440297E-17
  3.3000000E-01  2.1738058E-17
  3.4000000E-01  2.4465714E-17
  3.5000000E-01  2.7736681E-17
  3.6000000E-01  3.1703711E-17
  3.7000000E-01  3.6576677E-17
  3.8000000E-01  4.2649303E-17
  3.9000000E-01  5.0341889E-17
  3.9500000E-01  5.4979551E-17
  4.0000000E-01  6.0275016E-17
  4.0625000E-01  6.8015452E-17
  4.1250000E-01  7.7305365E-17
  4.1875000E-01  8.8571731E-17
  4.2500000E-01  1.0239291E-16
  4.3125000E-01  1.1956224E-16
  4.3750000E-01  1.4118373E-16
  4.4375000E-01  1.6881086E-16
  4.5000000E-01  2.0465254E-16
  4.5625000E-01  2.5184482E-16
  4.6250000E-01  3.1476655E-16
  4.6875000E-01  3.9917374E-16
  4.7500000E-01  5.1139232E-16
  4.7812500E-01  5.7925273E-16
  4.8125000E-01  6.5453221E-16
  4.8437500E-01  7.3540681E-16
  4.8750000E-01  8.1811680E-16
  4.9375000E-01  9.6244066E-16
  4.9687500E-01  1.0068697E-15
  5.0000000E-01  1.0226033E-15
  5.0312500E-01  1.0068772E-15
  5.0625000E-01  9.6248883E-16
  5.1250000E-01  8.1817788E-16
  5.1562500E-01  7.3548403E-16
  5.1875000E-01  6.5463114E-16
  5.2187500E-01  5.7937146E-16
  5.2500000E-01  5.1152958E-16
  5.3125000E-01  3.9934691E-16
  5.3750000E-01  3.1497909E-16
  5.4375000E-01  2.5210209E-16
  5.5000000E-01  2.0495358E-16
  5.5625000E-01  1.6916059E-16
  5.6250000E-01  1.4158658E-16
  5.6875000E-01  1.2002450E-16
  5.7500000E-01  1.0292013E-16
  5.8125000E-01  8.9176354E-17
  5.8750000E-01  7.7996174E-17
  5.9375000E-01  6.8805860E-17
  6.0000000E-01  6.1182026E-17
  6.0625000E-01  5.4808106E-17
  6.1250000E-01  4.9446868E-17
  6.2500000E-01  4.1088348E-17
  6.3750000E-01  3.5151230E-17
  6.4375000E-01  3.2927421E-17
  6.5000000E-01  3.1165117E-17
  6.5625000E-01  2.9870367E-17
  6.6250000E-01  2.9079540E-17
  6.6875000E-01  2.8851579E-17
  6.7500000E-01  2.9245828E-17
  6.7812500E-01  2.9677678E-17
  6.8125000E-01  3.0243206E-17
  6.8437500E-01  3.0900802E-17
  6.8750000E-01  3.1584035E-17
  6.9375000E-01  3.2640033E-17
  6.9687500E-01  3.2793446E-17
  7.0000000E-01  3.2570369E-17
  7.0312500E-01  3.1921757E-17
  7.0625000E-01  3.0861859E-17
  7.1250000E-01  2.7851047E-17
  7.1562500E-01  2.6140025E-17
  7.1875000E-01  2.4438019E-17
  7.2187500E-01  2.2816238E-17
  7.2500000E-01  2.1316797E-17
  7.3125000E-01  1.8731977E-17
  7.3750000E-01  1.6662591E-17
  7.4375000E-01  1.5008173E-17
  7.5000000E-01  1.3668384E-17
  7.5625000E-01  1.2563805E-17
  7.6250000E-01  1.1636232E-17
  7.7500000E-01  1.0157842E-17
  7.8750000E-01  9.0195657E-18
  8.0000000E-01  8.1065447E-18
  8.1250000E-01  7.3521851E-18
  8.2500000E-01  6.7153114E-18
  8.3750000E-01  6.1685316E-18
  8.5000000E-01  5.6937876E-18
  8.7500000E-01  4.9082302E-18
  9.0000000E-01  4.2857482E-18
  9.2500000E-01  3.7820066E-18
  9.5000000E-01  3.3681954E-18
  1.0000000E+00  2.7379663E-18
  1.0250000E+00  2.4989635E-18
  1.0500000E+00  2.3026998E-18
  1.0750000E+00  2.1492404E-18
  1.1000000E+00  2.0479534E-18
  1.1125000E+00  2.0254889E-18
  1.1250000E+00  2.0324035E-18
  1.1375000E+00  2.0856740E-18
  1.1437500E+00  2.1390737E-18
  1.1500000E+00  2.2186003E-18
  1.1562500E+00  2.3337836E-18
  1.1625000E+00  2.4979827E-18
  1.1687500E+00  2.7287405E-18
  1.1750000E+00  3.0452580E-18
  1.1781250E+00  3.2397172E-18
  1.1812500E+00  3.4571148E-18
  1.1843750E+00  3.6921419E-18
  1.1875000E+00  3.9338721E-18
  1.1906250E+00  4.1645042E-18
  1.1937500E+00  4.3600031E-18
  1.1968750E+00  4.4942041E-18
  1.2000000E+00  4.5446666E-18
  1.2031250E+00  4.5009130E-18
  1.2062500E+00  4.3681565E-18
  1.2093750E+00  4.1654378E-18
  1.2125000E+00  3.9188756E-18
  1.2156250E+00  3.6541635E-18
  1.2187500E+00  3.3914204E-18
  1.2218750E+00  3.1437170E-18
  1.2250000E+00  2.9179823E-18
  1.2312500E+00  2.5395277E-18
  1.2375000E+00  2.2494225E-18
  1.2437500E+00  2.0289237E-18
  1.2500000E+00  1.8597703E-18
  1.2562500E+00  1.7280333E-18
  1.2625000E+00  1.6237052E-18
  1.2687500E+00  1.5397819E-18
  1.2750000E+00  1.4714660E-18
  1.2875000E+00  1.3700820E-18
  1.2937500E+00  1.3341370E-18
  1.3000000E+00  1.3081296E-18
  1.3062500E+00  1.2942874E-18
  1.3125000E+00  1.2981251E-18
  1.3187500E+00  1.3270931E-18
  1.3218750E+00  1.3508789E-18
  1.3250000E+00  1.3772290E-18
  1.3281250E+00  1.4016111E-18
  1.3312500E+00  1.4207120E-18
  1.3343750E+00  1.4337448E-18
  1.3375000E+00  1.4412735E-18
  1.3437500E+00  1.4446672E-18
  1.3500000E+00  1.4386585E-18
  1.3625000E+00  1.4141005E-18
  1.3750000E+00  1.3833706E-18
  1.3875000E+00  1.3510025E-18
  1.4000000E+00  1.3187879E-18
  1.4500000E+00  1.1985650E-18
  1.5000000E+00  1.0939591E-18
  1.6000000E+00  9.2186610E-19
  1.7000000E+00  7.8591623E-19
  1.8000000E+00  6.7577659E-19
  1.8500000E+00  6.2830214E-19
  1.9000000E+00  5.8477019E-19
  1.9500000E+00  5.4453113E-19
  2.0000000E+00  5.0744698E-19
  2.2000000E+00  3.8781240E-19
  2.3000000E+00  3.4183716E-19
  2.4000000E+00  3.0288407E-19
