# Atomic cross section. IZ =  48
# Pratt's renormalization correction is applied
#  15   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  2.6711000E+04 eV
#  2  L1  EION =  4.0180000E+03 eV
#  3  L2  EION =  3.7270000E+03 eV
#  4  L3  EION =  3.5380000E+03 eV
#  5  M1  EION =  7.7200000E+02 eV
#  6  M2  EION =  6.5260000E+02 eV
#  7  M3  EION =  6.1840000E+02 eV
#  8  M4  EION =  4.1190000E+02 eV
#  9  M5  EION =  4.0510000E+02 eV
# 10  N1  EION =  1.0980000E+02 eV
# 11  N2  EION =  6.3900000E+01 eV
# 12  N3  EION =  6.3900000E+01 eV
# 13  N4  EION =  1.1700000E+01 eV
# 14  N5  EION =  1.0700000E+01 eV
# 17  O1  EION =  4.9100000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  8.3726785E-19
  1.0000195E-02  8.3726798E-19
  1.0000293E-02  8.3726811E-19
  1.0000391E-02  8.3726824E-19
  1.0000488E-02  8.3726837E-19
  1.0000586E-02  8.3726851E-19
  1.0000684E-02  8.3726864E-19
  1.0000781E-02  8.3726877E-19
  1.0001172E-02  8.3726929E-19
  1.0001563E-02  8.3726982E-19
  1.0002344E-02  8.3727086E-19
  1.0003125E-02  8.3727191E-19
  1.0004688E-02  8.3727401E-19
  1.0006250E-02  8.3727611E-19
  1.0009375E-02  8.3728030E-19
  1.0012500E-02  8.3728449E-19
  1.0018750E-02  8.3729288E-19
  1.0025000E-02  8.3730126E-19
  1.0037500E-02  8.3731803E-19
  1.0050000E-02  8.3733481E-19
  1.0075000E-02  8.3736835E-19
  1.0100000E-02  8.3740189E-19
  1.0150000E-02  8.3746899E-19
  1.0200000E-02  8.3753610E-19
  1.0300000E-02  8.3767034E-19
  1.0400000E-02  8.3780461E-19
  1.0600000E-02  8.3807326E-19
  1.0800000E-02  8.3834204E-19
  1.1000000E-02  8.3861095E-19
  1.2000000E-02  8.3995752E-19
  1.3000000E-02  8.4130743E-19
  1.4000000E-02  8.4266071E-19
  1.5000000E-02  8.4401735E-19
  1.6000000E-02  8.4537736E-19
  1.7000000E-02  8.4674077E-19
  1.8000000E-02  8.4810759E-19
  1.9000000E-02  8.4947781E-19
  2.0000000E-02  8.5085146E-19
  2.2000000E-02  8.5360909E-19
  2.4000000E-02  8.5638055E-19
  2.6000000E-02  8.5916595E-19
  2.8000000E-02  8.6196537E-19
  3.0000000E-02  8.6477892E-19
  3.2000000E-02  8.6760668E-19
  3.4000000E-02  8.7044876E-19
  3.6000000E-02  8.7330526E-19
  3.8000000E-02  8.7617626E-19
  4.0000000E-02  8.7906187E-19
  4.2500000E-02  8.8268959E-19
  4.5000000E-02  8.8634049E-19
  4.7500000E-02  8.9001477E-19
  5.0000000E-02  8.9371263E-19
  5.2500000E-02  8.9743428E-19
