# Atomic cross section. IZ =  61
# Pratt's renormalization correction is applied
#  20   No. of electron subshells.
# Excitations to bound levels: included
# Atomic level widths: empirical
# Shell ionization energies (Williams):
#  1  K1  EION =  4.5184000E+04 eV
#  2  L1  EION =  7.4280000E+03 eV
#  3  L2  EION =  7.0130000E+03 eV
#  4  L3  EION =  6.4590000E+03 eV
#  5  M1  EION =  1.6500000E+03 eV
#  6  M2  EION =  1.4710000E+03 eV
#  7  M3  EION =  1.3570000E+03 eV
#  8  M4  EION =  1.0520000E+03 eV
#  9  M5  EION =  1.0270000E+03 eV
# 10  N1  EION =  3.3200000E+02 eV
# 11  N2  EION =  2.4200000E+02 eV
# 12  N3  EION =  2.4200000E+02 eV
# 13  N4  EION =  1.2000000E+02 eV
# 14  N5  EION =  1.2000000E+02 eV
# 17  O1  EION =  4.0000000E+01 eV
# 18  O2  EION =  2.5000000E+01 eV
# 19  O3  EION =  2.2000000E+01 eV
# 15  N6  EION =  3.0000000E+00 eV
# 20  O4  EION =  2.7000000E+00 eV
# 24  P1  EION =  2.7000000E+00 eV
#
#  Total atomic cross section
#  2171   No. of energy grid points.
# 
#     W (eV)      CS (cm**2)
     
  1.0000000E-02  0.0000000E+00
  1.0000098E-02  6.3088047E-18
  1.0000195E-02  6.3088073E-18
  1.0000293E-02  6.3088098E-18
  1.0000391E-02  6.3088124E-18
  1.0000488E-02  6.3088149E-18
  1.0000586E-02  6.3088175E-18
  1.0000684E-02  6.3088201E-18
  1.0000781E-02  6.3088226E-18
  1.0001172E-02  6.3088328E-18
  1.0001563E-02  6.3088431E-18
  1.0002344E-02  6.3088635E-18
  1.0003125E-02  6.3088840E-18
  1.0004688E-02  6.3089249E-18
  1.0006250E-02  6.3089658E-18
  1.0009375E-02  6.3090476E-18
  1.0012500E-02  6.3091294E-18
  1.0018750E-02  6.3092931E-18
  1.0025000E-02  6.3094567E-18
  1.0037500E-02  6.3097840E-18
  1.0050000E-02  6.3101113E-18
  1.0075000E-02  6.3107659E-18
  1.0100000E-02  6.3114205E-18
  1.0150000E-02  6.3127298E-18
  1.0200000E-02  6.3140390E-18
  1.0300000E-02  6.3166576E-18
  1.0400000E-02  6.3192764E-18
  1.0600000E-02  6.3245143E-18
  1.0800000E-02  6.3297530E-18
  1.1000000E-02  6.3349923E-18
  1.2000000E-02  6.3612040E-18
  1.3000000E-02  6.3874487E-18
