20,3.11e-6,6.689e-4,2e-5,,,
21,5.28e-6,7.282e-4,2e-5,,,
22,8.46e-6,7.923e-4,2e-5,,,
23,1.29e-5,8.613e-4,2e-5,,,
24,1.89e-5,9.352e-4,2e-5,,,
25,2.67e-5,1.014e-3,2e-5,,,
26,3.68e-5,1.097e-3,2e-5,,,
27,4.96e-5,1.186e-3,2e-5,,,
28,6.53e-5,1.279e-3,2e-5,,,
29,8.45e-5,1.377e-3,2e-5,,,
30,1.08e-4,1.48e-3,2e-5,,,
31,1.35e-4,1.588e-3,2e-5,,,
32,1.68e-4,1.7e-3,2e-5,,2.7e-3,
33,2.06e-4,1.818e-3,2e-5,,2.7e-3,
34,2.51e-4,1.94e-3,2e-5,,2.7e-3,
35,3.02e-4,2.067e-3,2e-5,0.022,2.7e-3,
36,3.61e-4,2.199e-3,2e-5,0.025,2.7e-3,
37,4.28e-4,2.336e-3,1e-5,0.027,2.7e-3,
38,5.04e-4,2.478e-3,7e-5,0.030,2.7e-3,
39,5.90e-4,2.624e-3,1.3e-4,0.033,2.7e-3,
40,6.86e-4,2.775e-3,1.9e-4,0.036,2.7e-3,
41,7.93e-4,2.932e-3,2.5e-4,0.039,2.7e-3,
42,9.12e-4,3.093e-3,3.1e-4,0.043,2.7e-3,
43,0.00104,3.259e-3,3.7e-4,0.046,2.7e-3,
44,0.00119,3.429e-3,3.7e-4,0.050,2.7e-3,
45,0.00135,3.429e-3,4.9e-4,0.054,2.7e-3,
46,0.00153,3.785e-3,5.5e-4,0.058,2.7e-3,
47,0.00172,3.971e-3,6.1e-4,0.063,2.7e-3,
48,0.00193,4.161e-3,6.7e-4,0.068,2.7e-3,
49,0.00217,4.356e-3,7.3e-4,0.072,2.7e-3,
50,0.00242,4.7e-4,7.9e-4,0.078,2.7e-3,
51,0.00269,5.3e-4,8.5e-4,0.083,2.7e-3,
52,0.00298,5.9e-4,9.1e-4,0.089,2.7e-3,
53,0.00330,6.5e-4,9.7e-4,0.094,2.7e-3,
54,0.00365,7.1e-4,1.03e-3,0.101,2.7e-3,
55,0.00401,7.7e-4,1.09e-3,0.107,2.7e-3,
56,0.00441,8.3e-4,1.15e-3,0.114,2.7e-3,
57,0.00484,8.9e-4,9.28e-3,0.121,2.7e-3,
58,0.00529,9.5e-3,9.33e-3,0.128,2.7e-3,
59,0.00578,1.01e-3,9.42e-3,1.05e-3,2.7e-3,
60,0.00629,1.07e-3,9.55e-3,1.11e-3,2.7e-3,1.230e-3
61,0.00685,1.13e-3,9.72e-3,1.17e-3,8.420e-3,2.670e-3
62,0.00744,1.19e-3,9.93e-3,1.23e-3,8.310e-3,4.110e-3
63,0.00806,1.25e-3,0.010,1.29e-3,8.340e-3,5.550e-3
64,0.00873,1.31e-3,0.010,1.35e-3,8.510e-3,6.990e-3
65,0.00943,1.37e-3,0.011,1.41e-3,8.620e-3,8.430e-3
66,0.0102,1.43e-3,0.011,1.47e-3,9.270e-3,9.870e-3
67,0.0110,1.49e-3,0.012,1.53e-3,9.860e-3,0.011
68,0.0118,1.55e-3,0.012,1.59e-3,0.011,0.013
69,0.0127,1.61e-3,0.013,1.65e-3,0.011,0.014
70,0.0136,1.67e-3,0.013,1.71e-3,0.012,0.016
71,0.0146,1.73e-3,0.014,1.77e-3,0.014,0.017
72,0.0156,1.79e-3,0.014,1.83e-3,0.015,0.019
73,0.0167,1.85e-3,0.015,2.22e-3,0.016,0.020
74,0.0179,1.91e-3,0.016,2.56e-3,0.018,0.021
75,0.0191,1.97e-3,0.016,2.9e-3,0.020,0.023
76,0.0203,2.03e-3,0.017,3.24e-3,0.021,0.024
77,0.0216,2.09e-3,0.018,3.58e-3,0.023,0.026
78,0.0230,2.15e-3,0.019,3.92e-3,0.026,0.027
79,0.0245,2.21e-3,0.020,4.26e-3,0.028,0.029
80,0.0260,2.75e-3,0.021,4.6e-3,0.030,0.030
81,0.0275,2.97e-3,0.022,4.94e-3,0.033,0.031
82,0.0292,3.19e-3,0.023,5.28e-3,0.036,0.033
83,0.0310,3.41e-3,0.024,5.62e-3,0.038,0.034
84,0.0328,3.63e-3,0.025,5.96e-3,0.041,0.036
85,0.0347,3.85e-3,0.026,6.3e-3,0.044,0.037
86,0.0366,4.07e-3,0.027,6.64e-3,0.048,0.039
87,0.0387,4.29e-3,0.028,6.98e-3,0.051,0.040
88,0.0408,4.51e-3,0.029,7.32e-3,0.055,0.042
89,,4.73e-3,0.031,7.66e-3,0.058,0.043
90,,4.95e-3,0.032,8.0e-3,0.062,0.044
