// Heinrich's tabulation of excitation of fluorescence x-ray emission from Electron Beam X-Ray Microanalysis Table 11.2
// "K shell excited by",,,,"LIII shell excited by"
// Ka, Kb , La, Lb1, Ka, Kb, La, Lb1
10,11,11,29,28,,,,
11,12,12,31,31,,,,
12,13,13,34,33,,,,
13,14,14,36,36,,,,
14,15,15,39,38,,,,
15,16,16,41,41,,,,
16,17,17,44,43,,,,
17,18,18,46,45,,,,
18,19,19,49,48,,,,
19,20,20,52,50,,,,
20,21,21,54,53,,,,
21,22,22,57,55,,,,
22,24,23,59,57,,,,
23,25,24,62,59,,,,
24,26,25,64,62,,,,
25,27,26,67,64,9,,26,25
26,28,27,69,66,10,,27,26
27,29,28,72,68,10,,28,27
28,30,29,74,70,11,,29,28
29,31,30,77,72,11,,30,29
30,32,31,79,74,11,11,31,30
31,33,32,82,77,12,12,32,31
32,34,33,84,79,12,12,33,33
33,35,34,87,81,13,13,34,34
34,37,35,90,83,13,13,35,35
35,38,36,92,85,14,13,36,36
36,38,37,,87,14,14,37,37
37,39,38,,88,15,14,39,38
38,40,39,,90,15,15,40,39
39,41,40,,92,16,15,41,40
40,,,,,16,16,42,41
41,,,,,17,16,43,42
42,,,,,17,17,44,43
43,,,,,18,17,45,44
44,,,,,18,18,46,46
45,,,,,19,18,48,47
46,,,,,19,18,49,48
47,,,,,20,19,50,49
48,,,,,20,19,51,50
49,,,,,21,20,52,51
50,,,,,21,20,53,52
51,,,,,22,21,55,53
52,,,,,22,21,56,54
53,,,,,23,22,57,55
54,,,,,23,22,58,56
55,,,,,24,23,59,57
56,,,,,24,23,61,58
57,,,,,25,24,62,59
58,,,,,25,24,63,61
59,,,,,26,25,64,62
60,,,,,26,25,65,63
61,,,,,27,25,66,64
62,,,,,27,26,67,65
63,,,,,28,26,69,66
64,,,,,28,27,70,67
65,,,,,29,27,71,67
66,,,,,29,28,72,68
67,,,,,30,28,73,69
68,,,,,30,29,74,70
69,,,,,31,29,75,71
70,,,,,31,30,77,72
71,,,,,31,30,78,73
72,,,,,32,30,79,74
73,,,,,32,31,80,75
74,,,,,33,31,81,76
75,,,,,33,32,82,77
76,,,,,34,32,84,78
77,,,,,34,33,85,79
78,,,,,35,33,86,80
79,,,,,35,34,87,81
80,,,,,36,34,88,82
81,,,,,37,35,90,83
82,,,,,37,35,91,84
83,,,,,38,36,92,84
84,,,,,38,36,,85
85,,,,,39,37,,86
86,,,,,39,37,,87
87,,,,,40,38,,88
88,,,,,40,38,,89
89,,,,,41,39,,90
