// wK,wL1,wL2,wL3,f1,f12,f13,f23
// Fluorescence yields and Coster-Kronig yields
// Source: Krause, 1979 as quoted in Markowicz, "Handbook of X-ray Spectrometry"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
1.7E-03,,,,,,
2.8E-03,,,,,,
5.2E-03,,,,,,
8.3E-03,,,,,,
0.013,,,,,,
0.018,,,,,,
0.023,,,,,,
0.030, 2.9E-05, 1.2E-03, 1.2E-03, 0.962, 0.32, 0.64
0.039, 2.6E-05, 7.5E-04, 7.5E-04, 0.965, 0.32, 0.64
0.050, 3.0E-05, 3.7E-04, 3.8E-04, 0.959, 0.32, 0.64
0.063, 3.9E-05, 3.1E-04, 3.1E-04, 0.951, 0.32, 0.63
0.078, 7.4E-05, 2.6E-04, 2.6E-04, 0.944, 0.32, 0.62
0.097, 1.2E-04, 2.4E-04, 2.4E-04, 0.939, 0.32, 0.62
0.118, 1.8E-04, 2.2E-04, 2.2E-04, 0.934, 0.31, 0.62
0.140, 2.4E-04, 2.7E-04, 2.7E-04, 0.929, 0.31, 0.62
0.163, 3.1E-04, 3.3E-04, 3.3E-04, 0.920, 0.31, 0.61
0.188, 3.9E-04, 8.4E-04, 8.4E-04, 0.912, 0.31, 0.60
0.214, 4.7E-04, 1.5E-03, 1.5E-03, 0.902, 0.31, 0.59
0.243, 5.8E-04, 2.6E-03, 2.6E-03, 0.894, 0.31, 0.58
0.275, 7.1E-04, 3.7E-03, 3.7E-03, 0.885, 0.31, 0.57
0.308, 8.4E-04, 5.0E-03, 5.0E-03, 0.877, 0.30, 0.58
0.340, 1.0E-03, 6.3E-03, 6.3E-03, 0.868, 0.30, 0.57
0.373, 1.2E-03, 7.7E-03, 7.7E-03, 0.856, 0.30, 0.56
0.406, 1.4E-03, 8.6E-03, 9.3E-03, 0.847, 0.30, 0.55, 0.028
0.440, 1.6E-03, 0.010, 0.011, 0.839, 0.30, 0.54, 0.028
0.474, 1.8E-03, 0.011, 0.012, 0.831, 0.29, 0.54, 0.026
0.507, 2.1E-03, 0.012, 0.013, 0.822, 0.29, 0.53, 0.032
0.535, 2.4E-03, 0.013, 0.015, 0.815, 0.28, 0.53, 0.050
0.562, 2.8E-03, 0.014, 0.016, 0.809, 0.28, 0.53, 0.063
0.589, 3.2E-03, 0.016, 0.018, 0.804, 0.28, 0.52, 0.076
0.618, 3.6E-03, 0.018, 0.020, 0.800, 0.28, 0.52, 0.088
0.643, 4.1E-03, 0.020, 0.022, 0.797, 0.27, 0.52, 0.100
0.667, 4.6E-03, 0.022, 0.024, 0.794, 0.27, 0.52, 0.109
0.690, 5.1E-03, 0.024, 0.026, 0.790, 0.27, 0.52, 0.117
0.710, 5.9E-03, 0.026, 0.028, 0.785, 0.26, 0.52, 0.126
0.730, 6.8E-03, 0.028, 0.031, 0.779, 0.26, 0.52, 0.132
0.747, 9.4E-03, 0.031, 0.034, 0.713, 0.10, 0.61, 0.137
0.765, 0.010, 0.034, 0.037, 0.712, 0.10, 0.61, 0.141
0.780, 0.011, 0.037, 0.040, 0.711, 0.10, 0.61, 0.144
0.794, 0.012, 0.040, 0.043, 0.709, 0.10, 0.61, 0.148
0.808, 0.013, 0.043, 0.046, 0.705, 0.10, 0.60, 0.150
0.820, 0.014, 0.047, 0.049, 0.700, 0.10, 0.60, 0.151
0.831, 0.016, 0.051, 0.052, 0.694, 0.10, 0.59, 0.153
0.843, 0.018, 0.056, 0.056, 0.688, 0.10, 0.59, 0.155
0.853, 0.020, 0.061, 0.060, 0.681, 0.10, 0.59, 0.157
0.862, 0.037, 0.065, 0.064, 0.439, 0.17, 0.27, 0.157
0.870, 0.039, 0.069, 0.069, 0.448, 0.17, 0.28, 0.156
0.877, 0.041, 0.074, 0.074, 0.495, 0.18, 0.28, 0.155
0.884, 0.044, 0.079, 0.079, 0.461, 0.18, 0.28, 0.154
0.891, 0.046, 0.083, 0.085, 0.466, 0.19, 0.28, 0.154
0.897, 0.049, 0.090, 0.091, 0.470, 0.19, 0.28, 0.154
0.902, 0.052, 0.096, 0.097, 0.474, 0.19, 0.28, 0.153
0.907, 0.055, 0.103, 0.104, 0.478, 0.19, 0.29, 0.153
0.912, 0.058, 0.110, 0.111, 0.482, 0.19, 0.29, 0.153
0.917, 0.061, 0.117, 0.118, 0.485, 0.19, 0.29, 0.153
0.921, 0.064, 0.124, 0.125, 0.488, 0.19, 0.30, 0.152
0.925, 0.066, 0.132, 0.132, 0.490, 0.19, 0.30, 0.151
0.929, 0.071, 0.140, 0.139, 0.492, 0.19, 0.30, 0.15
0.932, 0.075, 0.149, 0.147, 0.493, 0.19, 0.30, 0.149
0.935, 0.079, 0.158, 0.155, 0.493, 0.19, 0.30, 0.147
0.938, 0.083, 0.167, 0.164, 0.493, 0.19, 0.30, 0.145
