0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
54.75,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0
187.99,0,0,0,0,0,0,0,0,0
283.79,0,0,0,0,0,0,0,0,0
401.58,0,0,0,0,0,0,0,0,0
531.98,23.7,0,0,0,0,0,0,0,0
685.37,31,0,0,0,0,0,0,0,0
866.86,45,18.3,18.3,0,0,0,0,0,0
1072.1,63.3,31.1,31.1,0,0,0,0,0,0
1304.9,89.4,51.4,51.4,0,0,0,0,0,0
1559.5,117.7,73.1,73.1,0,0,0,0,0,0
1838.8,148.69,99.2,99.2,0,0,0,0,0,0
2145.4,189.29,132.19,132.19,0,0,0,0,0,0
2471.9,229.19,164.79,164.8,0,0,0,0,0,0
2822.3,270.19,201.59,199.99,0,0,0,0,0,0
3202.8,319.99,247.29,245.19,25.3,0,0,0,0,0
3607.2,377.08,296.29,293.59,33.9,0,0,0,0,0
4037.9,437.78,349.99,346.39,43.7,25.4,0,0,0,0
4492.6,500.38,406.68,402.18,53.8,32.3,32.3,0,0,0
4966.2,563.68,461.48,455.48,60.3,34.6,34.6,0,0,0
5464.9,628.17,520.48,512.88,66.5,37.8,37.8,0,0,0
5988.9,694.57,583.68,574.48,74.1,42.5,42.5,0,0,0
6538.7,768.97,651.37,640.27,83.9,48.6,48.6,0,0,0
7111.7,846.06,721.07,708.07,92.9,54,54,0,0,0
7708.6,925.56,793.57,778.57,100.7,59.5,59.5,0,0,0
8332.4,1008.1,871.86,854.66,111.8,68.1,68.1,0,0,0
8978.5,1096.1,950.96,931.06,119.79,73.6,73.6,0,0,0
9658.2,1193.5,1042.8,1019.7,135.89,86.6,86.6,0,0,0
10367,1297.6,1142.3,1115.4,158.09,106.8,102.9,0,0,0
11103,1414.2,1247.7,1216.6,179.99,127.89,120.79,0,0,0
11866,1526.4,1358.5,1323,203.49,146.39,140.49,41.2,41.2,0
12657,1653.8,1476.1,1435.7,231.49,168.19,161.89,56.7,56.7,0
13473,1781.9,1595.9,1549.8,256.49,189.29,181.49,70.1,69,27.3
14325,1920.9,1727.1,1674.8,287.22,222.69,213.79,88.9,88.9,24
15199,2065,1863.8,1804.3,322.09,247.39,238.49,111.8,110.3,29.3
16104,2216.2,2006.7,1939.5,357.48,279.79,269.09,134.99,133.09,37.7
17038,2372.4,2155.4,2079.9,393.58,312.39,300.29,159.59,157.39,45.5
17997,2531.5,2306.6,2222.2,430.28,344.19,330.49,182.39,179.99,51.3
18985,2697.6,2464.6,2370.4,468.38,378.38,362.98,207.39,204.59,58.1
19999,2865.4,2625,2520.1,504.58,409.68,392.28,230.29,226.99,61.8
21043,3042.4,2793.1,2676.8,543.58,444.88,424.98,256.39,252.89,67.66
22116,3223.9,2966.8,2837.8,584.98,482.78,460.58,283.59,279.39,74.9
23219,3411.8,3146,3003.7,627.07,520.98,496.18,311.69,306.99,81
24349,3604.1,3330.2,3173.2,669.87,559.08,531.48,339.99,334.69,86.4
25513,3805.6,3523.6,3351,717.47,602.37,571.38,372.78,366.68,95.2
26710,4017.8,3726.8,3537.4,770.17,650.67,616.47,410.48,403.68,107.6
27939,4237.3,3937.8,3729.9,825.57,702.17,664.27,450.78,443.08,121.89
