 57
 1.00E+03 9.00040E-01 9.36110E-01 9.54484E-01 9.73020E-01 9.91849E-01
          1.01097E+00 1.05000E+00 1.09009E+00 1.13129E+00 1.17370E+00
          1.21748E+00 1.26278E+00 1.30985E+00 1.35917E+00 1.41165E+00
          1.46730E+00 1.52314E+00 1.57195E+00 1.60671E+00 1.63023E+00
          1.64730E+00 1.65483E+00 1.66648E+00 1.67840E+00 1.68103E+00
          1.68120E+00 1.68294E+00 1.68285E+00 1.68180E+00 1.68179E+00
          1.68291E+00 1.68294E+00                                     1.137E+00
 1.50E+03 1.23848E+00 1.28149E+00 1.30350E+00 1.32578E+00 1.34855E+00
          1.37179E+00 1.41953E+00 1.46903E+00 1.52024E+00 1.57309E+00
          1.62748E+00 1.68324E+00 1.74005E+00 1.79743E+00 1.85475E+00
          1.91108E+00 1.96513E+00 2.01516E+00 2.05912E+00 2.09548E+00
          2.11956E+00 2.12270E+00 2.11641E+00 2.10726E+00 2.12696E+00
          2.14355E+00 2.13904E+00 2.13503E+00 2.13410E+00 2.13509E+00
          2.13542E+00 2.13658E+00                                     1.496E+00
 2.00E+03 1.54378E+00 1.59350E+00 1.61878E+00 1.64433E+00 1.67036E+00
          1.69686E+00 1.75108E+00 1.80697E+00 1.86441E+00 1.92329E+00
          1.98341E+00 2.04450E+00 2.10614E+00 2.16770E+00 2.22835E+00
          2.28696E+00 2.34203E+00 2.39163E+00 2.43373E+00 2.46760E+00
          2.48979E+00 2.49262E+00 2.48694E+00 2.47945E+00 2.50256E+00
          2.51985E+00 2.51287E+00 2.50867E+00 2.50887E+00 2.50997E+00
          2.50919E+00 2.51042E+00                                     1.804E+00
 3.00E+03 2.06260E+00 2.13196E+00 2.16601E+00 2.19995E+00 2.23369E+00
          2.26720E+00 2.33340E+00 2.39830E+00 2.46170E+00 2.52360E+00
          2.58418E+00 2.64334E+00 2.70111E+00 2.75776E+00 2.81441E+00
          2.87146E+00 2.92684E+00 2.97618E+00 3.01500E+00 3.04320E+00
          3.06320E+00 3.07177E+00 3.08067E+00 3.08831E+00 3.09580E+00
          3.09669E+00 3.09629E+00 3.09698E+00 3.09877E+00 3.09873E+00
          3.09660E+00 3.09668E+00                                     2.309E+00
 4.00E+03 2.49445E+00 2.58533E+00 2.62811E+00 2.67000E+00 2.71029E+00
          2.74897E+00 2.82184E+00 2.88860E+00 2.94993E+00 3.00748E+00
          3.06371E+00 3.11901E+00 3.17329E+00 3.22622E+00 3.27784E+00
