72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
10.4,9.3,8.3,7.5,6.7,6.1,5.5,4.9,4.5,4.1,3.7,3.4,3.1,2.8,2.6,2.4,2.2,2,1.8,1.7,1.5,1.4,1.3,1.2
44,39.3,35.3,31.7,28.6,25.8,23.3,21.1,19.1,17.4,15.8,14.4,13.3,12.1,11.1,10.2,9.3,8.6,7.8,7.2,6.7,6.1,5.7,5.3
116.5,104.3,93.7,84.2,76,68.5,62,56.1,51,46.3,42.2,38.5,35.4,32.4,29.7,27.2,24.9,22.9,20.9,19.3,17.8,16.4,15.3,14.2
241,215.8,194,174.3,157.4,142.1,128.5,116.5,105.8,96.1,87.6,79.9,73.7,67.4,61.7,56.6,51.9,47.7,43.6,40.3,37.1,34.2,31.9,29.6
428.1,383.5,345,310.1,280.2,253,228.9,207.5,188.6,171.4,156.3,142.6,131.5,120.4,110.2,101.1,92.8,85.2,78.1,72,66.5,61.3,57.1,53
686.7,615.5,553.8,498,450.1,406.6,368,333.8,303.4,275.9,251.7,229.7,211.9,194,177.7,163.1,149.7,137.5,126,116.3,107.3,99,92.2,85.6
1024,918,826.4,743.3,672.1,607.3,549.9,498.9,453.6,412.6,376.5,343.7,317.2,290.5,266.2,244.3,224.3,206.1,189,174.5,161,148.6,138.4,128.5
1445.5,1296.4,1167.3,1050.3,950,858.7,777.7,705.9,641.9,584.1,533.1,486.9,449.4,411.7,377.4,346.4,318.2,292.4,268.2,247.7,228.6,211,196.6,182.6
1955.9,1754.6,1580.5,1422.5,1287.1,1163.6,1054.2,957.1,870.6,792.4,723.5,660.9,610.2,559.1,512.6,470.7,432.4,397.5,364.6,336.8,311,287,267.5,248.6
2558.7,2296.1,2068.8,1862.5,1685.6,1524.3,1381.4,1254.5,1141.4,1039.2,949,867.1,800.8,733.9,673,618.1,568,522.3,479.1,442.7,408.9,377.5,351.9,327
3256.7,2923.3,2634.6,2372.5,2147.7,1942.7,1761,1599.5,1455.7,1325.6,1210.9,1106.6,1022.2,937.1,859.5,789.6,725.7,667.4,612.4,566,522.8,482.7,450.1,418.3
4051.9,3638,3279.5,2954,2674.8,2420.1,2194.2,1993.5,1814.6,1652.9,1510.1,1380.4,1275.3,1169.3,1072.7,985.7,906.2,833.5,765,707.1,653.3,603.4,562.7,523.1
383.5,345,311.6,3608.3,3268,2957.4,2682,2437.2,2219,2021.6,1847.4,1689,1560.7,1431.3,1313.3,1207,1109.8,1021.1,937.3,866.5,800.7,739.7,689.9,641.4
485.1,436.4,394.2,355.7,322.7,292.5,265.7,241.8,2669.4,2432.5,2223.2,2033.1,1879,1723.5,1581.7,1453.9,1337.1,1230.4,1129.7,1044.5,965.4,891.9,832,773.7
603.2,542.6,490.1,442.3,401.2,363.6,330.3,300.6,274.1,250.1,228.9,209.5,2230.3,2046.1,1878.2,1726.7,1588.2,1461.7,1342.3,1241.4,1147.5,1060.3,989.2,920
738.7,664.5,600.2,541.6,491.3,445.3,404.5,368.1,335.7,306.3,280.3,256.6,237.4,218,200.3,184.4,169.8,1715.3,1575.4,1457.2,1347.2,1245,1161.7,1080.6
892.7,803,725.3,654.5,593.7,538.2,488.8,444.9,405.7,370.1,338.7,310.1,286.9,263.5,242.1,222.8,205.1,189,173.7,160.8,148.8,1446.1,1349.5,1255.5
1066.1,959.1,866.2,781.7,709.1,642.8,583.8,531.3,484.5,442,404.5,370.4,342.7,314.7,289.2,266.1,245,225.7,207.5,192.1,177.7,164.3,153.5,142.8
1260,1133.5,1023.8,923.9,838.1,759.6,690,628,572.6,522.4,478.1,437.7,405,371.9,341.7,314.5,289.6,266.8,245.2,227,210,194.2,181.4,168.8
1475.2,1327.1,1198.6,1081.7,981.2,889.4,807.8,735.2,670.4,611.7,559.8,512.5,474.2,435.5,400.1,368.2,339,312.3,287.1,265.8,245.9,227.4,212.3,197.7
1712.7,1540.7,1391.5,1255.8,1139.2,1032.5,937.9,853.6,778.3,710.1,649.8,595,550.5,505.6,464.5,427.5,393.6,362.6,333.3,308.5,285.5,264,246.5,229.5
1973.1,1775,1603.2,1446.8,1312.4,1189.6,1080.5,983.4,896.7,818.1,748.7,685.5,634.2,582.4,535.2,492.5,453.4,417.7,384,355.4,328.9,304.2,284,264.4
2257.4,2030.8,1834.1,1655.2,1501.5,1361,1236.2,1125,1025.9,936,856.5,784.3,725.6,666.4,612.3,563.4,518.8,477.9,439.3,406.7,376.3,348,324.9,302.5
2566.3,2308.7,2085.1,1881.7,1706.9,1547.2,1405.3,1279,1166.2,1064.1,973.7,891.6,824.9,757.5,696,640.5,589.8,543.3,499.4,462.3,427.7,395.6,369.4,343.8
2900.5,2609.3,2356.6,2126.7,1929.2,1748.7,1588.3,1445.5,1318.1,1202.6,1100.5,1007.7,932.3,856.2,786.7,723.9,666.6,614.1,564.5,522.5,483.4,447.1,417.5,388.6
3260.6,2933.3,2649.2,2390.8,2168.8,1965.8,1785.5,1625,1481.8,1352,1237.2,1132.8,1048.1,962.5,884.4,813.8,749.3,690.3,634.6,587.4,543.5,502.6,469.3,436.9
3647.4,3281.3,2963.5,2674.5,2426.1,2199,1997.4,1817.8,1657.5,1512.3,1384,1267.2,1172.4,1076.7,989.3,910.4,838.2,772.2,709.8,657.1,607.9,562.3,525,488.7
4061.5,3653.8,3300,2978.1,2701.5,2448.6,2224.1,2024.2,1845.7,1684,1541.1,1411,1305.5,1198.9,1101.6,1013.7,933.4,859.9,790.4,731.7,677,626.1,584.6,544.2
4503.5,4051.4,3659.1,3302.2,2995.4,2715.1,2466.1,2244.4,2046.6,1867.3,1708.8,1564.6,1447.5,1329.4,1221.5,1124.1,1035,953.4,876.4,811.3,750.6,694.2,648.2,603.4
4973.9,4474.6,4041.3,3647.1,3308.3,2998.7,2723.7,2478.9,2260.3,2062.3,1887.3,1728,1598.7,1468.2,1349,1241.5,1143.1,1053,968,896,829,766.8,715.9,666.4
5473.3,4923.8,4447,4013.2,3640.5,3299.8,2997.2,2727.8,2487.3,2269.4,2076.8,1901.5,1759.3,1615.6,1484.5,1366.1,1257.8,1158.8,1065.2,986,912.3,843.7,787.8,733.3
6002.1,5399.6,4876.7,4401,3992.3,3618.6,3286.8,2991.3,2727.6,2488.7,2277.4,2085.2,1929.2,1771.7,1627.9,1498.1,1379.4,1270.7,1168.1,1081.2,1000.4,925.3,863.9,804.2
